N_B,D_B,u,Q,z,z0,u_max,t,tn,td,reducible_loss,loss,C_train,C_att,C_quality,c,M,kkt_log_residual,bracket_expansions,logN_margin,C,L_ctx,cost,recipe,s_Q,keep,mapping,state,near_optimal_states,near_optimal_t_min,near_optimal_t_max,candidate_count,grid,share_train,share_att,share_quality,budget_relative_error,baseline_loss,baseline_N_B,baseline_D_B,loss_gain,reducible_gain_fraction,scenario,within_B1_ND_rectangle,within_B7_ND_rectangle,quality_positive_extrapolation,mixture_transfer_assumption
0.240815227908364,6.024359286235479,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.574358869690004,0.7502857280632812,1.2374312397586191,2.927269009916473,8.704544727099996e+18,5.942302533700264e+17,7.012250195299785e+17,1.1639827344496947e+17,-0.33761135910398665,1.3733458814613186e-13,0,0.9155421347687953,1e+19,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8704544727099996,0.05942302533700264,0.07012250195299785,0.0,2.958191297705291,0.2213116933514807,7.04960382676961,0.030922287788818004,0.024379865011777413,p_star,True,False,True,True
5.028151920989569,309.1683169420236,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.20440723139388797,0.24919025080039967,0.4237330493742041,2.1135708195320575,9.327271600446887e+21,6.367417412571742e+20,3.598665829593865e+19,1.1639827344496947e+17,-0.1767223300861457,2.6645352591003757e-15,0,0.9958119163888552,1e+22,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.9327271600446887,0.06367417412571741,0.003598665829593865,2.097152e-16,2.129076985533375,5.0071376358424855,311.58715294570754,0.015506166001317379,0.03530232606408013,p_star,False,True,True,True
40.075124251250735,3891.3244197263975,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.10092779599275156,0.12265256544597829,0.20886004012703224,1.8986978102848857,9.356718577347693e+23,6.387519882136025e+22,4.529434438704004e+20,1.1639827344496947e+17,-0.08848691350677046,3.552713678800501e-15,0,0.9994736997692364,1e+24,2048,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.9356718577347694,0.06387519882136025,0.00045294344387040037,0.0,1.9064460055634362,40.05403825337882,3895.137240569872,0.007748195278550529,0.0357705479851333,p_star,False,False,True,True
0.2575075227614914,5.3180215116500715,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.5614197996848046,0.7769371322756795,1.2502407667417645,2.940078536899618,8.21658327274399e+18,5.609187514193231e+17,1.2224979758366858e+18,2.2987834350774752e+17,-0.20072054208306722,1.1513012765362873e-13,0,0.8485231507412947,1e+19,2048,power,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.821658327274399,0.056091875141932306,0.12224979758366858,0.0,2.958191297705291,0.2213116933514807,7.04960382676961,0.018112760805673034,0.014280530161568366,p_star,True,False,True,True
5.0484838513685535,306.8553908917544,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.20412697708311953,0.24971454504280996,0.42396102194562013,2.1137987921034735,9.294926913734443e+21,6.345336773109379e+20,7.0539408954618855e+19,2.2987834350774752e+17,-0.17389761868468265,1.1102230246251565e-15,0,0.9917764508961273,1e+22,2048,power,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.9294926913734443,0.0634533677310938,0.007053940895461886,0.0,2.129076985533375,5.0071376358424855,311.58715294570754,0.015278193429901332,0.034783309174340124,p_star,False,True,True,True
40.09566175948161,3887.616291303522,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.1009102169639074,0.12268529877104598,0.2088741966786049,1.8987119668364585,9.352592872005381e+23,6.38470340062234e+22,8.936787932385865e+20,2.2987834350774752e+17,-0.08831013915232251,4.884981308350689e-15,0,0.9989613558169799,1e+24,2048,power,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.9352592872005381,0.0638470340062234,0.0008936787932385864,1.3421772800000001e-16,1.9064460055634362,40.05403825337882,3895.137240569872,0.007734038726977754,0.0357051924295324,p_star,False,False,True,True
0.24718709031912234,5.738598271593972,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.5692817639295179,0.7605606070047366,1.2422867964280988,2.9321245665859523,8.511044455593951e+18,5.810206348352137e+17,9.079349095708346e+17,1.5821545028950835e+17,-0.3255217614971281,1.1679546219056647e-13,0,0.8894265844343923,1e+19,2048,logarithmic,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8511044455593951,0.05810206348352137,0.09079349095708346,0.0,2.958191297705291,0.2213116933514807,7.04960382676961,0.02606673111933855,0.02055162898450143,p_star,True,False,True,True
5.0356618692754775,308.31088588545333,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.20430353806759696,0.2493840260067238,0.42381720034773934,2.1136549705055927,9.315296231615521e+21,6.35924222744953e+20,4.877954563952422e+19,1.5821545028950835e+17,-0.17640137669141978,1.3322676295501878e-15,0,0.9943194504437523,1e+22,2048,logarithmic,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.9315296231615522,0.0635924222744953,0.004877954563952422,2.097152e-16,2.129076985533375,5.0071376358424855,311.58715294570754,0.015422015027782177,0.03511074259295651,p_star,False,True,True,True
40.082694558306436,3889.956938290246,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.10092131480287277,0.12266463217408698,0.2088652579186635,1.898703028076517,9.355197348147168e+23,6.386481389668467e+22,6.154512885983885e+20,1.5821545028950835e+17,-0.08846664670275045,2.6645352591003757e-15,0,0.9992848147124662,1e+24,2048,logarithmic,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.9355197348147168,0.06386481389668468,0.0006154512885983885,1.3421772800000001e-16,1.9064460055634362,40.05403825337882,3895.137240569872,0.007742977486919322,0.035746459373629254,p_star,False,False,True,True
0.23358243219102404,5.850541156922851,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.5803446976603074,0.7564591307922739,1.2487899181122402,2.9386276882700937,8.199501798406364e+18,1.1195053122090821e+18,6.809928893845541e+17,1.1639827344496947e+17,-0.3463527374915992,1.2156942119645464e-13,0,0.9180669816314297,1e+19,4096,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8199501798406365,0.11195053122090821,0.0680992889384554,0.0,2.970310125002496,0.21520735927894521,6.814114917167469,0.03168243673240223,0.02474277294041714,p_star,True,False,True,True
4.888782768530065,298.91804465766216,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.20637005474275036,0.2515529821948,0.42777381364990325,2.117611583807757,8.768072315550476e+21,1.197134140149825e+21,3.4793544299698156e+19,1.1639827344496947e+17,-0.1785148928238257,1.3322676295501878e-15,0,0.9959510118146153,1e+22,4096,exponential,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8768072315550476,0.1197134140149825,0.0034793544299698154,0.0,2.1332738155793236,4.869028164926255,301.17872139461934,0.01566223177156667,0.03532015931785673,p_star,True,True,True,True
