C,L_ctx,cost,loss_p0,N_B_p0,D_B_p0,u_max_p0,loss_pstar,N_B_pstar,D_B_pstar,u_max_pstar,predicted_pstar_loss_reduction
1e+24,4096,power,1.9056249348662737,38.999579364657016,3755.9850571484053,0.1136718029556062,1.9007067451286737,38.988371589028084,3757.9944489993286,0.0920073258409263,0.004918189737600054
1e+24,4096,logarithmic,1.9056121724182646,38.98215381970069,3759.1099178385175,0.1136718029556062,1.9006980220672987,38.976182608825226,3760.1816332784742,0.0920073258409263,0.0049141503509659845
1e+24,8192,exponential,1.9093963904544968,37.02731962276971,3533.810831055178,0.1136718029556062,1.904396358492671,37.02204015968455,3534.748613464132,0.0920073258409263,0.005000031961825746
1e+24,8192,power,1.9094136180605905,37.04928312234487,3529.913593137584,0.1136718029556062,1.9044095688517972,37.03927606789502,3531.6884407288226,0.0920073258409263,0.005004049208793271
1e+24,8192,logarithmic,1.9094014137788609,37.03372456463213,3532.6736451000693,0.1136718029556062,1.904401227442102,37.02839329301012,3533.6201635672005,0.0920073258409263,0.005000186336758805
1e+24,32768,exponential,1.9267922264254425,29.582413376635042,2691.667360942485,0.1136718029556062,1.9213970781129563,29.57920023664664,2692.2114721007056,0.0920073258409263,0.005395148312486109
1e+24,32768,power,1.9268063887171254,29.59578278276017,2689.4052081067803,0.1136718029556062,1.921407937232917,29.589690951897865,2690.4356057336186,0.0920073258409263,0.005398451484208477
1e+24,32768,logarithmic,1.926796355671109,29.586311767846013,2691.0074367231937,0.1136718029556062,1.9214010802771564,29.5830668491179,2691.556723000569,0.0920073258409263,0.00539527539395257
1e+24,131072,exponential,1.963669663565867,19.32628756870999,1605.8171542811908,0.1136718029556062,1.9574364141156453,19.325035049861693,1606.0108298799005,0.0920073258409263,0.006233249450221745
1e+24,131072,power,1.9636794280255265,19.331500211629027,1605.0115146479234,0.1136718029556062,1.9574439005050919,19.32912482824494,1605.3785647642283,0.0920073258409263,0.006235527520434658
1e+24,131072,logarithmic,1.9636725103061647,19.32780734332694,1605.5822014336177,0.1136718029556062,1.9574391730820542,19.326542312270007,1605.777767961594,0.0920073258409263,0.006233337224110569
