C,L_ctx,cost,shadow_price,loss_drop_per_log_budget,equivalent_compute_multiplier,equivalent_no_quality_C,share_quality,C_quality,N_change_pct,D_change_pct
1.2589254117941713e+20,2048,exponential,1.0553293373301875e-21,0.13285809205768762,1.2911711769687813,1.6254882056621877e+20,0.03127034955975413,3.936703769646115e+18,3.759613538786155,-6.637118489447024
1.333521432163324e+20,2048,exponential,9.870666953658143e-22,0.13162745932449402,1.2922230590742596,1.7232071444111783e+20,0.030519137485405863,4.0697923927927813e+18,3.6662202518599862,-6.480543019778951
1.4125375446227496e+20,2048,exponential,9.232295938180138e-22,0.13040964635747557,1.2932501285011742,1.826764361096104e+20,0.029784812548106197,4.207216598375079e+18,3.575077507762092,-6.327351058058905
1.496235656094436e+20,2048,exponential,8.635302747069852e-22,0.12920447871336144,1.2942529200433353,1.9365073669731792e+20,0.029067048549452027,4.3491154457118177e+18,3.48613426802864,-6.177483745229518
1.5848931924611108e+20,2048,exponential,8.076997608444983e-22,0.12801178525149126,1.2952319593528527,2.0528043150364023e+20,0.02836552315795855,4.4956324553646495e+18,3.399340509669413,-6.030882590476605
1.678804018122566e+20,2048,exponential,7.554866243592457e-22,0.12683139806121552,1.296187762981562,2.1760452247347462e+20,0.027679917978952504,4.646915752436852e+18,3.3146472110334058,-5.887489502339482
1.778279410038923e+20,2048,exponential,7.066558364295967e-22,0.12566315239065848,1.297120838428712,2.306643279310203e+20,0.027009918617659626,4.803118214461108e+18,3.2320063376269026,-5.7472468179961655
1.8836490894897945e+20,2048,exponential,6.609876928326855e-22,0.1245068865768248,1.2980316841944106,2.445036200061706e+20,0.02635521473572265,4.964397624025199e+18,3.151370827869382,-5.610097330745456
1.995262314968883e+20,2048,exponential,6.182768102798546e-22,0.12336244197705594,1.2989207898386286,2.5916877020946317e+20,0.025715500101377832,5.130916826285768e+18,3.0726945788369653,-5.475984315766247
2.1134890398366433e+20,2048,exponential,5.783311888443223e-22,0.12222966290181712,1.2997886360452122,2.7470890363857758e+20,0.02509047263352931,5.302843891528544e+18,2.995932431966941,-5.344851554168062
2.238721138568347e+20,2048,exponential,5.40971336100669e-22,0.12110839654881297,1.3006356946907889,2.9117606232807958e+20,0.02447983443994577,5.480352282936003e+18,2.921040158762911,-5.216643355406614
2.3713737056616553e+20,2048,exponential,5.06029448888303e-22,0.11999849293841802,1.3014624289180272,3.086253782842761e+20,0.02388329184981733,5.663621029730013e+18,2.847974446495871,-5.091304578100031
2.5118864315095718e+20,2048,exponential,4.73348648883608e-22,0.11889980485041235,1.3022692932131024,3.271152567793552e+20,0.02330055544089451,5.852834905861944e+18,2.7766928839153104,-4.968780649298332
2.660725059798814e+20,2048,exponential,4.427822684201684e-22,0.1178121877620107,1.3030567334869843,3.4670757051284036e+20,0.022731340061440106,6.04818461442824e+18,2.7071539469817107,-4.849017582257787
2.818382931264449e+20,2048,exponential,4.1419318323362907e-22,0.11673549978717486,1.3038251871602347,3.674678652845081e+20,0.022175364847213795,6.249866977994904e+18,2.6393169846312015,-4.731961992771094
2.9853826189179696e+20,2048,exponential,3.8745318902913813e-22,0.11566960161719275,1.3045750832511274,3.894655778611379e+20,0.021632353233709666,6.458085135021078e+18,2.573142204578671,-4.617561114100511
3.1622776601683794e+20,2048,exponential,3.6244241897598515e-22,0.11461435646251457,1.3053068424667011,4.127742667597375e+20,0.02110203296386578,6.673048742576948e+18,2.50859065917175,-4.505762810567992
3.3496543915782655e+20,2048,exponential,3.3904879942648714e-22,0.11356962999582712,1.3060208772966029,4.374718567129465e+20,0.020584136091455096,6.894974185558724e+18,2.4456242312967946,-4.39651558984433
3.54813389233576e+20,2048,exponential,3.171675413361447e-22,0.11253529029635782,1.306717592109396,4.636408976274724e+20,0.02007839898036731,7.124084792608102e+18,2.384205620357216,-4.2897686139986675
3.7583740428844355e+20,2048,exponential,2.9670066502962134e-22,0.11151120779538785,1.3073973832510892,4.913688388945928e+20,0.019584562299987285,7.360611058952531e+18,2.3242983283207286,-4.185471709346789
3.9810717055349857e+20,2048,exponential,2.7755655611360766e-22,0.1104972552229617,1.3080606391457654,5.2074831996272155e+20,0.019102371016866047,7.6047908763877e+18,2.2658666458494903,-4.083575375152392
4.216965034285823e+20,2048,exponential,2.5964955048369383e-22,0.10949330755577684,1.3087077403979461,5.5187747813573467e+20,0.018631574382883532,7.856869770631532e+18,2.2088756385201025,-3.984030791229831
4.466835921509617e+20,2048,exponential,2.4289954650845013e-22,0.10849924196623409,1.3093390598965804,5.848602746181677e+20,0.018171925920090527,8.117101146287205e+18,2.153291133129809,-3.8867898244848487
4.7315125896148124e+20,2048,exponential,2.272316426011921e-22,0.10751493777263939,1.309954962920468,6.1980683988866e+20,0.017723183402413533,8.385746539657191e+18,2.0990797041196885,-3.7918050344628362
5.0118723362727146e+20,2048,exponential,2.125757985083929e-22,0.1065402763905297,1.3105558072448389,6.568338395471964e+20,0.01728510883440798,8.663075879663247e+18,2.0462086600879115,-3.699029677919896
5.308844442309901e+20,2048,exponential,1.9886651875446103e-22,0.10557514128511382,1.3111419432490226,6.960648618496976e+20,0.01685746842722752,8.949367757130145e+18,1.9946460304275382,-3.608417712486933
5.6234132519034906e+20,2048,exponential,1.860425567859425e-22,0.10461941792480767,1.3117137140249615,7.376308282151514e+20,0.016440032571984824,9.244909702702449e+18,1.9443605520766738,-3.5199237994553934
5.956621435290085e+20,2048,exponential,1.740466384545327e-22,0.1036729937358453,1.3122714554864021,7.816704280669621e+20,0.016032575810664276,9.549998473671614e+18,1.8953216563965203,-3.4335033057362185
6.309573444801943e+20,2048,exponential,1.6282520356837528e-22,0.10273575805794913,1.3128154964787262,8.28330579450665e+20,0.015634876804748246,9.86494034999894e+18,1.8474994561717528,-3.3491123050246596
6.683439175686135e+20,2048,exponential,1.5232816432505211e-22,0.10180760210104085,1.3133461588890627,8.77766916955607e+20,0.015246718301709605,1.0190051439829676e+19,1.8008647327466987,-3.266707578219563
7.079457843841402e+20,2048,exponential,1.4250867951807873e-22,0.1008884189029743,1.3138637577567855,9.301443085590215e+20,0.014867887099517783,1.0525657994802956e+19,1.755388923297585,-3.186246613133503
7.498942093324558e+20,2048,exponential,1.3332294348195227e-22,0.09997810328827429,1.3143686013840725,9.856374031063148e+20,0.014498174009303703,1.0872096735471161e+19,1.711044108244586,-3.107687603532072
7.943282347242789e+20,2048,exponential,1.2472998880903221e-22,0.09907655182785763,1.3148609914465286,1.0444312102435362e+21,0.014137373816320338,1.1229715187154977e+19,1.6678029988044685,-3.0309894475370247
8.413951416451965e+20,2048,exponential,1.1669150193539786e-22,0.09818366279972479,1.31534122310368,1.1067217147250868e+21,0.013785285239331466,1.1598872026566734e+19,1.6256389246928515,-2.956111745434775
8.91250938133744e+20,2048,exponential,1.0917165075230397e-22,0.09729933615060038,1.3158095851093146,1.1727165271340492e+21,0.013441710888556443,1.1979937439548492e+19,1.5845258219770786,-2.883014796924044
9.440608762859264e+20,2048,exponential,1.0213692345544969e-22,0.09642347345850043,1.3162663599214273,1.2426355731731094e+21,0.013106457222294457,1.2373293490283315e+19,1.5444382210729746,-2.8116595978271097
1e+21,2048,exponential,9.555597789621801e-23,0.09555597789621802,1.3167118238118654,1.3167118238118655e+21,0.012779334502343637,1.2779334502343637e+19,1.5053512349082476,-2.7420078363173284
1.0592537251772854e+21,2048,exponential,8.939950074742244e-23,0.09469675419569673,1.3171462469753983,1.3951920687119716e+21,0.012460156748330297,1.319846745196176e+19,1.46724054722982,-2.6740218886704747
1.1220184543019653e+21,2048,exponential,8.36400758414156e-23,0.09384570861328428,1.3175698936382512,1.4783377354947953e+21,0.012148741691053849,1.3631112373910084e+19,1.430082401078514,-2.607664814591326
1.1885022274370166e+21,2048,exponential,7.825206108060914e-23,0.09300274889584144,1.3179830221659976,1.566425757568459e+21,0.011844910724952454,1.4077702780398598e+19,1.39385358741686,-2.5429003521294957
1.2589254117941712e+21,2048,exponential,7.32114733599164e-23,0.09216778424769075,1.3183858851706736,1.6597494933921131e+21,0.011548488859785839,1.4538686093406286e+19,1.3585314339203736,-2.4796929122217204
1.333521432163324e+21,2048,exponential,6.8495880977488e-23,0.09134072529838838,1.3187787296171658,1.758619700225612e+21,0.011259304671631125,1.5014524090876742e+19,1.3240937939328123,-2.4180075728865047
1.4125375446227498e+21,2048,exponential,6.408430304447154e-23,0.09052148407129804,1.3191617969286864,1.8633655655937813e+21,0.010977190253279744,1.5505693367224551e+19,1.2905190355824603,-2.357810073094291
1.4962356560944358e+21,2048,exponential,5.99571154366944e-23,0.08970997395295227,1.3195353230913633,1.9743357998853894e+21,0.01070198116412189,1.601268580861021e+19,1.2577860310609479,-2.299066806338257
1.584893192461111e+21,2048,exponential,5.60959628611469e-23,0.08890610966318303,1.3198995387578702,2.091899793709909e+21,0.010433516379598703,1.653600908345748e+19,1.2258741460672073,-2.241744813932278
1.678804018122566e+21,2048,exponential,5.248367663816897e-23,0.0881098072260035,1.3202546693499924,2.2164488438498468e+21,0.010171638240298956,1.7076187148703033e+19,1.1947632294207144,-2.1858117780619746
1.7782794100389228e+21,2048,exponential,4.9104197826433226e-23,0.08732098394122423,1.32060093516021,2.348397451873548e+21,0.009916192400775042,1.7633760772282692e+19,1.164433602828141,-2.131236014596105
1.8836490894897945e+21,2048,exponential,4.594250534223911e-23,0.08653955835678871,1.3209385514521053,2.4881846997147263e+21,0.009667027778144427,1.8209288072374303e+19,1.1348660508322839,-2.0779864657065383
1.995262314968883e+21,2048,exponential,4.298454874748905e-23,0.08576545024180779,1.3212677285596575,2.63627570677962e+21,0.009423996500545656,1.8803345073937375e+19,1.1060418109037018,-2.0260326922790894
2.1134890398366433e+21,2048,exponential,4.0217185402036317e-23,0.084998580560282,1.321588671985398,2.7931631734134035e+21,0.009186953855507555,1.941652628310021e+19,1.077942563717893,-1.9753448661759432
2.238721138568347e+21,2048,exponential,3.762812169601453e-23,0.08423887144548997,1.3219015824973062,2.959369015843669e+21,0.00895575823829201,2.0049445279971942e+19,1.050550423584129,-1.925893762335329
2.3713737056616553e+21,2048,exponential,3.520585809638828e-23,0.08348624617503066,1.322206656224484,3.1354460980215614e+21,0.008730271100265348,2.0702735330467095e+19,1.0238479290368474,-1.8776507507374252
2.5118864315095717e+21,2048,exponential,3.2939637759330875e-23,0.08274062914650357,1.3225040847516574,3.321980066103673e+21,0.008510356897348343,2.1377050017753203e+19,0.9978180336014164,-1.8305877882640487
2.660725059798814e+21,2048,exponential,3.081939847629702e-23,0.08200194585380886,1.3227940552122615,3.51959129165616e+21,0.008295883038596207,2.2073063893952856e+19,0.9724440967082026,-1.7846774104446683
2.818382931264449e+21,2048,exponential,2.883572773682474e-23,0.08127012286405569,1.3230767503803469,3.7289369300248035e+21,0.008086719834952292,2.2791473152747205e+19,0.9477098747753043,-1.7398927231229822
2.9853826189179696e+21,2048,exponential,2.6979820705277955e-23,0.08054508779505996,1.3233523487611385,3.950713100695774e+21,0.007882740448219018,2.35329963235547e+19,0.9235995124487584,-1.6962073940490874
3.1622776601683794e+21,2048,exponential,2.5243440922000473e-23,0.07982676929342238,1.3236210246802518,4.1856571968755393e+21,0.007683820840285814,2.4298374987972055e+19,0.9000975340066608,-1.6535956444173827
3.3496543915782654e+21,2048,exponential,2.361888355171095e-23,0.07911509701316424,1.3238829483716066,4.434550331948534e+21,0.007489839722652304,2.508837451919963e+19,0.8771888349099477,-1.6120322403476939
3.5481338923357606e+21,2048,exponential,2.209894101355298e-23,0.07841000159491611,1.324138286063962,4.698219930922928e+21,0.007300678506279915,2.5903784845178982e+19,0.854858673524328,-1.571492484346071
3.7583740428844353e+21,2048,exponential,2.0676870838006588e-23,0.0777114146456381,1.3243872000661425,4.977542475456985e+21,0.007116221251806198,2.6745421236211e+19,0.8330926629839253,-1.5319522067298807
3.9810717055349854e+21,2048,exponential,1.9346365605969663e-23,0.07701926871886103,1.3246298488508852,5.273446411567343e+21,0.006936354620150283,2.7614125117837165e+19,0.8118767632161017,-1.493387757046949
4.2169650342858226e+21,2048,exponential,1.8101524834759397e-23,0.07633349729543683,1.3248663871373143,5.586915229658638e+21,0.0067609678235381184,2.8510764909791764e+19,0.7911972731168948,-1.4557759954916816
4.4668359215096167e+21,2048,exponential,1.693682868459001e-23,0.07565403476478112,1.3250969659720717,5.918990727087456e+21,0.006589952576972716,2.9436236891866595e+19,0.7710408228769339,-1.4190942843269383
4.731512589614812e+21,2048,exponential,1.5847113367335017e-23,0.07498081640659882,1.3253217328091191,6.270776464076466e+21,0.006423203050173198,3.0391466097546748e+19,0.7513943664567924,-1.3833204793224474
5.011872336272714e+21,2048,exponential,1.482754814707516e-23,0.07431377837307775,1.3255408315881194,6.643441424436425e+21,0.006260615820004353,3.1377407236311134e+19,0.7322451742062919,-1.348432921213738
5.308844442309901e+21,2048,exponential,1.387361382913163e-23,0.07365285767153923,1.3257544028115,7.038223893233713e+21,0.006102089823415774,3.2395045645516632e+19,0.7135808256353293,-1.3144104271982648
5.623413251903491e+21,2048,exponential,1.2981082641014168e-23,0.07299799214753344,1.325962583620167,7.456435564257837e+21,0.005947526310909573,3.3445398272813576e+19,0.6953892023235486,-1.281232282465572
5.956621435290085e+21,2048,exponential,1.2145999414992853e-23,0.07234912046836726,1.3261655078678862,7.899465890908213e+21,0.005796828800551846,3.4529514690074042e+19,0.6776584809738084,-1.2488782317743419
6.309573444801943e+21,2048,exponential,1.136466398788463e-23,0.07170618210705382,1.3263633061942586,8.368786694923003e+21,0.005649903032543426,3.564847813984197e+19,0.660377126608025,-1.2173284710836563
6.683439175686135e+21,2048,exponential,1.063361473913249e-23,0.0710691173266716,1.3265561060964575,8.865957048230717e+21,0.005506656924362818,3.6803406615349776e+19,0.643533885896197,-1.1865636392362822
7.079457843841402e+21,2048,exponential,9.94961319338867e-24,0.07043786716512332,1.3267440319995936,9.392628444109291e+21,0.005367000526492293,3.79954539751768e+19,0.6271177806274286,-1.156564809710503
7.498942093324559e+21,2048,exponential,9.309629618613553e-24,0.06981237342028224,1.3269272053257688,9.950550274794928e+21,0.005230845978738894,3.92258110936626e+19,0.6111181013106703,-1.1273134824348885
7.943282347242789e+21,2048,exponential,8.710829555181957e-24,0.0691925786355176,1.3271057445618086,1.0541575633702312e+22,0.0050981074671575255,4.049570704821902e+19,0.5955244009135718,-1.0987915756809463
8.413951416451964e+21,2048,exponential,8.150561215684336e-24,0.06857842608558566,1.327279765325797,1.116766746149102e+22,0.004968701181585758,4.180641034473004e+19,0.5803264887245252,-1.0709814180249633
8.912509381337441e+21,2048,exponential,7.62634369902691e-24,0.06796985976288102,1.327449380432213,1.183090505635267e+22,0.004842545273795404,4.315923018225282e+19,0.565514424352398,-1.043865740399097
9.440608762859265e+21,2048,exponential,7.135855966096597e-24,0.0673668243640331,1.327614699955855,1.2533490970104017e+22,0.004719559816267183,4.455551775829043e+19,0.55107851184375,-1.0174276682173744
1e+22,2048,exponential,6.676926527684288e-24,0.06676926527684288,1.3277758312945456,1.3277758312945455e+22,0.004599666761592906,4.599666761592906e+19,0.5370092939325444,-0.9916507135964925
1.0592537251772853e+22,2048,exponential,6.247523798556548e-24,0.06617712856754768,1.3279328792305585,1.4066178491103673e+22,0.00448278990250809,4.7484119034188145e+19,0.5232975464091183,-0.9665187676631382
1.1220184543019653e+22,2048,exponential,5.84574707456228e-24,0.06559036096840605,1.3280859459907932,1.4901369403007532e+22,0.004368854832558353,4.901935746296794e+19,0.5099342726071265,-0.9420160929515475
1.1885022274370165e+22,2048,exponential,5.469818092456154e-24,0.06500890986559432,1.3282351313058411,1.5786104121170904e+22,0.004257788907400617,5.0603916004022534e+19,0.49691069801662824,-0.9181273159025505
1.2589254117941714e+22,2048,exponential,5.118073134736238e-24,0.06443272328740504,1.3283805324677185,1.672332008856283e+22,0.00414952120674016,5.223937693944003e+19,0.4842182650063087,-0.8948374194532205
1.3335214321633241e+22,2048,exponential,4.788955644240334e-24,0.06386174989274004,1.328522244386547,1.7716128859951819e+22,0.004043982496903958,5.392737330914781e+19,0.47184862766620483,-0.8721317357301306
1.4125375446227496e+22,2048,exponential,4.481009315528923e-24,0.06329593895988893,1.3286603596460025,1.8767826420519437e+22,0.003941105194049162,5.566959053902168e+19,0.459793646758655,-0.8499959388390987
1.4962356560944358e+22,2048,exponential,4.1928716322228155e-24,0.06273524037558652,1.3287949685576228,1.9881904115948e+22,0.0038408233280057286,5.746776812121466e+19,0.44804538478386835,-0.8284160377604488
1.584893192461111e+22,2048,exponential,3.923267821460174e-24,0.06217960462433963,1.3289261592139976,2.106206023021755e+22,0.003743072506751502,5.932370134838801e+19,0.43659610115180936,-0.8073783693448577
1.6788040181225657e+22,2048,exponential,3.671005198506604e-24,0.061628982778017136,1.329054017540842,2.2312212249495044e+22,0.003647789881516569,6.123924310356854e+19,0.4254382474632834,-0.7868695914153845
1.7782794100389228e+22,2048,exponential,3.434967876300087e-24,0.0610833264856957,1.329178627347976,2.363650985276704e+22,0.0035549141125146727,6.321630570741633e+19,0.41456446289449556,-0.7668766759731493
1.8836490894897943e+22,2048,exponential,3.2141118163442594e-24,0.06054258796375253,1.3293000703791928,2.503934867228486e+22,0.003464385335297591,6.525686282475103e+19,0.4039675696837053,-0.7473869025072855
1.995262314968883e+22,2048,exponential,3.0074601988930257e-24,0.06000671998620075,1.3294184263611175,2.6525384869435727e+22,0.003376145127728637,6.7362951432227545e+19,0.39364056872053244,-0.7283878514126041
2.1134890398366432e+22,2048,exponential,2.8140990917963904e-24,0.059475675875259225,1.3295337730509678,2.8099550574358794e+22,0.0032901364775708647,6.9536673849127625e+19,0.38357663523751473,-0.7098673975165504
2.238721138568347e+22,2048,exponential,2.633173398713087e-24,0.05894940949214846,1.3296461862832891,2.9767070240491853e+22,0.003206303750685198,7.178019983329927e+19,0.3737691145887734,-0.6918137037023597
2.371373705661655e+22,2048,exponential,2.463883068645595e-24,0.058427875228111145,1.3297557400157296,3.153347796825957e+22,0.0031245926598329993,7.409576874431386e+19,0.3642115181392791,-0.6742152146537617
2.511886431509572e+22,2048,exponential,2.3054795499190735e-24,0.05791102799564515,1.3298625063737288,3.340463585533481e+22,0.00304495023407787,7.648569177602097e+19,0.3548975192335657,-0.6570606506921983
2.660725059798814e+22,2048,exponential,2.1572624728196252e-24,0.05739882321994735,1.3299665556943143,3.538675343430177e+22,0.0029673247887806436,7.89523542607088e+19,0.3458209492669839,-0.6403390017307276
2.8183829312644493e+22,2048,exponential,2.0185765461273314e-24,0.056891216830560164,1.3300679565688989,3.7486408262155697e+22,0.002891665896181568,8.149821804717649e+19,0.33697579383746845,-0.6240395213247929
2.9853826189179694e+22,2048,exponential,1.888808653734754e-24,0.056388165253215834,1.3301667758851103,3.971056772989562e+22,0.0028179243565629388,8.4125823955086e+19,0.3283561889943165,-0.6081517208367693
3.1622776601683792e+22,2048,exponential,1.767385138435227e-24,0.055889625401873165,1.3302630788677117,4.206661216450172e+22,0.002746052169986072,8.683779430803856e+19,0.31995641756865645,-0.5926653637014057
3.3496543915782655e+22,2048,exponential,1.6537692607994526e-24,0.05539555467094028,1.330356929118617,4.456235929988751e+22,0.0026760025085952673,8.963683554790592e+19,0.3117709055891371,-0.577570459795751
