C,L_ctx,cost,shadow_price,loss_drop_per_log_budget,equivalent_compute_multiplier,equivalent_no_quality_C,share_quality,C_quality,N_change_pct,D_change_pct
1.8836490894897943e+22,4096,power,3.250908786282237e-24,0.06123571375294908,1.3251557106175742,2.496128347736995e+22,0.006546375509767656,1.2331074268432133e+20,0.7659058776860572,-1.4097461004192513
1.995262314968883e+22,4096,power,3.0417473888394196e-24,0.06069083936606295,1.3253789963052527,2.644478764379153e+22,0.006380713442312641,1.2731197074061789e+20,0.7463893733606897,-1.3742038064125661
2.1134890398366432e+22,4096,power,2.846050516631775e-24,0.060150965737226725,1.32559665063814,2.8016339923678727e+22,0.006219187281376222,1.3144184155880096e+20,0.7273668881253803,-1.3395422296322068
2.238721138568347e+22,4096,power,2.6629507762811586e-24,0.05961604193827619,1.3258088132411496,2.9681162159031755e+22,0.006061696567337344,1.35704482408853e+20,0.708826080370506,-1.3057403092503361
2.371373705661655e+22,4096,power,2.491636707303268e-24,0.05908601771760356,1.326015620397056,3.144478575506205e+22,0.005908143142168049,1.4010415296622541e+20,0.6907549087452836,-1.2727774502470979
2.511886431509572e+22,4096,power,2.3313491705789256e-24,0.05856084348688297,1.3262172051204886,3.331307002776702e+22,0.005758431103588327,1.4464524955886207e+20,0.673141625247875,-1.2406335150004777
2.660725059798814e+22,4096,power,2.1813779704289984e-24,0.05804047030813512,1.3264136972306715,3.529222163882044e+22,0.005612466759784056,1.4933230955045287e+20,0.6559747684518946,-1.2092888149266678
2.8183829312644493e+22,4096,power,2.0410586951474314e-24,0.0575248498811241,1.326605223422687,3.7388815182207623e+22,0.005470158584699474,1.5417001586426695e+20,0.6392431568790213,-1.1787241021872674
2.9853826189179694e+22,4096,power,1.9097697618316488e-24,0.057013934531073146,1.3267919073376047,3.960981499086706e+22,0.005331417173916706,1.5916320165211695e+20,0.6229358824990427,-1.1489205614520048
3.1622776601683792e+22,4096,power,1.7869296522711605e-24,0.0565076771966954,1.326973869631096,4.196259823561602e+22,0.005196155201131644,1.643168551130633e+20,0.6070423043673223,-1.1198598017343686
3.3496543915782655e+22,4096,power,1.6719943275144692e-24,0.056006031418527905,1.3271512280409645,4.445497939295905e+22,0.0050642873752347805,1.696361244666955e+20,0.591552042397625,-1.0915238483032108
3.5481338923357603e+22,4096,power,1.5644548095398918e-24,0.05550895132756177,1.3273240974532114,4.709523616287713e+22,0.004935730398005028,1.751263230859351e+20,0.5764549712588662,-1.0638951346666037
3.7583740428844353e+22,4096,power,1.4638349192071756e-24,0.05501639163416083,1.3274925899669157,4.9892136922530865e+22,0.004810402922422356,1.8079293479447613e+20,0.5617412144033107,-1.0369564946397292
3.981071705534985e+22,4096,power,1.3696891603697597e-24,0.05452830761726021,1.3276568149578574,5.285496980689423e+22,0.004688225511604216,1.8664161933414826e+20,0.5474011382229582,-1.0106911544997321
4.2169650342858225e+22,4096,power,1.2816007406850665e-24,0.05404465511383737,1.327816879140819,5.599357351271357e+22,0.004569120598370944,1.9267821800765388e+20,0.5334253463247007,-0.9850827252231853
4.466835921509617e+22,4096,power,1.1991797202737916e-24,0.05356539050864826,1.3279728866307583,5.931836992793089e+22,0.004453012445442077,1.989087595023005e+20,0.519804673934976,-0.9601151948213427
4.7315125896148125e+22,4096,power,1.1220612799540938e-24,0.05309047072422106,1.328124939002666,6.284039869472519e+22,0.004339827106267003,2.0533946590053948e+20,0.5065301824177304,-0.9357729207618903
5.011872336272714e+22,4096,power,1.0499041013130407e-24,0.052619853211100936,1.328273135350267,6.657135382076226e+22,0.004229492386490827,2.1197675888329438e+20,0.4935931539137739,-0.9120406224893407
5.308844442309901e+22,4096,power,9.823888513795988e-25,0.05215349593833791,1.3284175723435199,7.052362246002706e+22,0.0041219378060560275,2.188272661322761e+20,0.4809850860992171,-0.8889033740458574
5.623413251903491e+22,4096,power,9.192167651330755e-25,0.051691357384211954,1.32855834428495,7.4710325991789484e+22,0.004017094561940513,2.2589782793765726e+20,0.4686976870497128,-0.8663465967828077
5.9566214352900855e+22,4096,power,8.601083195191078e-25,0.051233396527188516,1.3286955431647935,7.914536353389812e+22,0.00391489549153022,2.3319550401769423e+20,0.4567228702297754,-0.844356052186257
6.309573444801943e+22,4096,power,8.048019930559875e-25,0.05077957283709736,1.3288292587150463,8.384345803464307e+22,0.003815275036625931,2.4072758055710733e+20,0.44505274957673535,-0.8229178347888388
6.683439175686135e+22,4096,power,7.530531054973459e-25,0.05032984626653065,1.3289595784623267,8.882020509598446e+22,0.0037181692080812388,2.4850157747120043e+20,0.43367963471030446,-0.8020183652019175
7.079457843841402e+22,4096,power,7.046327323757643e-25,0.049884177242450034,1.3290865877797038,9.409212469001428e+22,0.003623515551069907,2.5652525590303153e+20,0.4225960262320472,-0.7816443832362241
7.498942093324558e+22,4096,power,6.593266895875267e-25,0.04944252665800239,1.3292103699373379,9.967671594006611e+22,0.0035312531109786723,2.6480662596101263e+20,0.4117946111428461,-0.7617829411404875
7.94328234724279e+22,4096,power,6.169345834917091e-25,0.04900485586453276,1.329331006152148,1.0559251514810852e+23,0.0034413223999224577,2.7335395470475248e+20,0.40126825835256064,-0.7424213969356885
8.413951416451964e+22,4096,power,5.772689222904465e-25,0.04857112666379401,1.3294485756363128,1.11859157260752e+23,0.0033536653638772977,2.821757743870128e+20,0.39101001430092985,-0.7235474078656767
8.91250938133744e+22,4096,power,5.401542847309654e-25,0.04814130130034344,1.3295631556448155,1.184974409776503e+23,0.003268225350427184,2.912808909600712e+20,0.38101309866367394,-0.7051489239411124
9.440608762859264e+22,4096,power,5.054265424264043e-25,0.04771534245412372,1.329674821521945,1.2552939771813402e+23,0.0031849470771189783,3.006783928549243e+20,0.37127090016904063,-0.6872141816028132
1e+23,4096,power,4.72932132332229e-25,0.0472932132332229,1.3297836467467028,1.3297836467467026e+23,0.0031037766004208024,3.103776600420802e+20,0.36177697249977214,-0.6697316974828338
1.0592537251772854e+23,4096,power,4.425273761389038e-25,0.04687487716680636,1.3298897029773646,1.4086906219536872e+23,0.0030246612852779463,3.2038837338301805e+20,0.35252503029450377,-0.6526902622774666
1.1220184543019653e+23,4096,power,4.140778435513594e-25,0.04646029819821873,1.3299930600949403,1.4922767575200658e+23,0.002947549775260431,3.307205242815814e+20,0.3435089452381135,-0.6360789347245821
1.1885022274370166e+23,4096,power,3.87457756621568e-25,0.0460494406782483,1.3300937862457403,1.5808194276531972e+23,0.0028723919632962203,3.413844246449743e+20,0.3347227422368704,-0.6198870356818875
1.2589254117941714e+23,4096,power,3.6254943248388068e-25,0.045642269358551264,1.3301919478829918,1.6746124457538864e+23,0.0027991389629830987,3.5239071716426075e+20,0.3261605956904834,-0.6041041423196281
1.3335214321633241e+23,4096,power,3.3924276201426966e-25,0.04523874938523106,1.3302876098074792,1.773967038619595e+23,0.002727743080473119,3.637503859246111e+20,0.31781682584588467,-0.5887200824141292
1.4125375446227497e+23,4096,power,3.174347220947109e-25,0.044838846292566785,1.3303808352073974,1.87921287837702e+23,0.00265815778692237,3.754747673559167e+20,0.3096858952314152,-0.5737249287418922
1.4962356560944359e+23,4096,power,2.970289193140534e-25,0.044442525996888395,1.3304716856971637,1.9906991755641658e+23,0.0025903376914992214,3.875755615346484e+20,0.3017624051787182,-0.5591089935820359
1.584893192461111e+23,4096,power,2.779351630767728e-25,0.044049754790594586,1.3305602213554562,2.1087958369858113e+23,0.0025242385149434935,4.000648438482087e+20,0.2940410924258563,-0.5448628233222674
1.6788040181225658e+23,4096,power,2.6006906622211463e-25,0.04366049933630697,1.330646500762391,2.233894692180634e+23,0.00245981706366955,4.129550770334892e+20,0.28651682579536875,-0.5309771931627738
1.7782794100389228e+23,4096,power,2.4335167137886647e-25,0.04327472666115965,1.3307305810357886,2.366410792565075e+23,0.0023970312044056565,4.262591236015379e+20,0.27918460295210945,-0.5174431019230763
1.8836490894897944e+23,4096,power,2.277091013955053e-25,0.04289240415121828,1.3308125178666828,2.5067837875611976e+23,0.002335839839361857,4.3999025866079496e+20,0.27203954723444834,-0.504251766946906
1.9952623149688827e+23,4096,power,2.130722322928794e-25,0.0425134995460278,1.3308923655540017,2.65547938226969e+23,0.002276202881918612,4.541621831515773e+20,0.2650769045769552,-0.4913946191231755
2.1134890398366435e+23,4096,power,1.9937638728676241e-25,0.04213798093327983,1.330970177038427,2.8129908815201524e+23,0.002218081232829249,4.687890375051968e+20,0.25829204047513876,-0.4788632979746188
2.238721138568347e+23,4096,power,1.8656105052150942e-25,0.04176581674360205,1.3310460039355232,2.979840825417383e+23,0.0021614367569271174,4.838854157411352e+20,0.25168043704235643,-0.46664964686436994
2.371373705661655e+23,4096,power,1.7456959924379804e-25,0.04139697574546354,1.3311198965680564,3.156582721804551e+23,0.002106232260330532,4.994663800164138e+20,0.24523769013411467,-0.454745708296167
2.5118864315095718e+23,4096,power,1.6334905322743413e-25,0.041031427040192664,1.3311919039976028,3.343802881386971e+23,0.0020524314681370512,5.155474756416729e+20,0.23895950653476383,-0.44314371930357366
2.660725059798814e+23,4096,power,1.5284984033708445e-25,0.04066914005711282,1.3312620740553958,3.542122361598936e+23,0.0019999990025980955,5.321447465785385e+20,0.2328417012849915,-0.431836107006478
2.818382931264449e+23,4096,power,1.4302557719033003e-25,0.04031008454874721,1.3313304533724832,3.7521990256575674e+23,0.001948900361773865,5.492747514358571e+20,0.22688019473584564,-0.42081548392381984
2.9853826189179693e+23,4096,power,1.338328639452038e-25,0.039954230586202476,1.3313970874091634,3.9747297236293245e+23,0.001899101898640425,5.66954579975524e+20,0.22107101033324028,-0.41007464403860494
3.162277660168379e+23,4096,power,1.2523109230221646e-25,0.03960154855457834,1.331462020483723,4.2104526027383303e+23,0.0018505708006680704,5.85201870151255e+20,0.2154102718019857,-0.39960655829544
3.3496543915782654e+23,4096,power,1.1718226586957825e-25,0.039252009148512464,1.3315252958005381,4.4601495545758215e+23,0.0018032750698425476,6.040348256921692e+20,0.20989420072050624,-0.3894043705137351
3.5481338923357603e+23,4096,power,1.0965083209473258e-25,0.03890558336781384,1.3315869554774995,4.724648807321905e+23,0.0017571835031295023,6.234722342507067e+20,0.20451911409073986,-0.3794613933237545
3.758374042884436e+23,4096,power,1.0260352501687956e-25,0.0385622425131884,1.3316470405727303,5.004827671572427e+23,0.001712265673372965,6.435334861326991e+20,0.1992814219645478,-0.3697711041874219
3.9810717055349855e+23,4096,power,9.600921814323112e-26,0.03822195818205536,1.3317055911108229,5.3016154488740395e+23,0.0016684919106196552,6.642385936281917e+20,0.19417762513189718,-0.3603271415077991
4.2169650342858225e+23,4096,power,8.983878679673905e-26,0.03788470226445074,1.331762646108274,5.615996512606556e+23,0.0016258332838618864,6.856082109623671e+20,0.18920431285915917,-0.351123300816758
4.466835921509616e+23,4096,power,8.406497932506435e-26,0.03755044693901607,1.3318182435984496,5.949013571427399e+23,0.0015842615831907643,7.076636548864201e+20,0.18435816068254063,-0.3421535310450863
4.731512589614813e+23,4096,power,7.866229659995657e-26,0.0372191646690709,1.3318724206558994,6.301771126094144e+23,0.001543749302352228,7.304269259288651e+20,0.17963592826037988,-0.3334119308786243
5.011872336272715e+23,4096,power,7.360687927298716e-26,0.036890828198764984,1.331925213420089,6.675439131124276e+23,0.001504269621698412,7.539207303285693e+20,0.1750344572700513,-0.3248927451866668
5.308844442309901e+23,4096,power,6.887640228802727e-26,0.03656541054930945,1.3319766571186136,7.071256873430672e+23,0.0014657963915264,7.781685026712836e+20,0.1705506693619796,-0.3165903615339083
5.623413251903491e+23,4096,power,6.444997618308874e-26,0.036242885015284554,1.332026786089809,7.490537080787848e+23,0.0014283041157972284,8.031944292522432e+20,0.16618156416132734,-0.30849930676762893
5.956621435290085e+23,4096,power,6.030805474424304e-26,0.0359232251610206,1.3320756338048123,7.93467027374937e+23,0.0013917679362275537,8.290234721882491e+20,0.16192421731437978,-0.30061424367594514
6.309573444801942e+23,4096,power,5.643234860256118e-26,0.0356064048170526,1.332123232889158,8.405129375441144e+23,0.0013561636167465402,8.55681394303053e+20,0.1577757785903522,-0.2929299677277064
6.683439175686135e+23,4096,power,5.280574439135358e-26,0.03529239807664409,1.3321696151437525,8.903474594510477e+23,0.0013214675283109607,8.831947848110602e+20,0.15373347002345383,-0.2854414038794939
7.079457843841402e+23,4096,power,4.9412229105665794e-26,0.034981179292379413,1.3322148115654913,9.431358597419012e+23,0.0012876566340710486,9.115910858248703e+20,0.14979458410016022,-0.2781436034532736
7.498942093324558e+23,4096,power,4.623681932907391e-26,0.03467272307282349,1.3322588523672132,9.990531987220764e+23,0.0012547084748801818,9.408986197130054e+20,0.14595648199680067,-0.2710317410904328
7.94328234724279e+23,4096,power,4.3265495014380683e-26,0.0343670042792451,1.3323017669972745,1.0582849106989827e+24,0.0012226011551413278,9.711466173352752e+20,0.14221659185194024,-0.2641011117658798
8.413951416451965e+23,4096,power,4.0485137525037155e-26,0.034063998022403896,1.3323435841586546,1.12102741871324e+24,0.0011913133289833682,1.0023652471837715e+21,0.1385724070879224,-0.25734712787659486
8.912509381337441e+23,4096,power,3.788347166298594e-26,0.03376367965939933,1.3323843318275264,1.1874887856959846e+24,0.0011608241867603975,1.0345856454585449e+21,0.13502148477331222,-0.2507653163958512
9.440608762859264e+23,4096,power,3.5449011426294665e-26,0.03346602479057756,1.3324240372714526,1.2578894042109193e+24,0.0011311134418674437,1.0678399471081692e+21,0.13156144401773595,-0.24435131608457894
1e+24,4096,power,3.3171009256498544e-26,0.033171009256498546,1.3324627270670708,1.3324627270670708e+24,0.0011021613178657688,1.1021613178657687e+21,0.12818996441732455,-0.23810087477723618
1e+19,4096,logarithmic,2.0776583559236495e-20,0.20776583559236494,1.1800562346025119,1.1800562346025118e+19,0.1063301100178172,1.063301100178172e+18,13.950745268171882,-21.574019732910166
1.0592537251772854e+19,4096,logarithmic,1.9413143182364205e-20,0.20563444233319306,1.1834499742667701,1.253573793803039e+19,0.10414927604043552,1.1032050862034872e+18,13.62855694667906,-21.159720053476683
1.1220184543019653e+19,4096,logarithmic,1.8139668180607697e-20,0.20353042453555992,1.1867799886859998,1.3315890485019693e+19,0.10200330382678624,1.1444958929342445e+18,13.31316973101937,-20.75089786078168
1.1885022274370165e+19,4096,logarithmic,1.695018489679542e-20,0.2014533250531063,1.1900470169401958,1.4143735303881996e+19,0.09989199876726292,1.1872186303802767e+18,13.004463394278742,-20.34757086609835
1.2589254117941713e+19,4096,logarithmic,1.5839119075094168e-20,0.19940269504069838,1.1932518083321508,1.5022150241786925e+19,0.09781515415744836,1.2314198322737603e+18,12.70231910106563,-19.949753204854737
1.3335214321633241e+19,4096,logarithmic,1.4801268961624508e-20,0.1973780938354007,1.196395121470645,1.5954185358167486e+19,0.09577255161051178,1.2771475018558554e+18,12.406619408669162,-19.557455499835864
1.4125375446227497e+19,4096,logarithmic,1.3831780229972216e-20,0.19537908883806446,1.1994777233751241,1.6943073182059837e+19,0.09376396147540096,1.3244511591656497e+18,12.11724826810714,-19.170684928200554
1.496235656094436e+19,4096,logarithmic,1.2926122606940996e-20,0.19340525539553483,1.2025003886024168,1.7992239578943513e+19,0.09178914325990359,1.3733818898782802e+18,11.834091025044845,-18.78944529207057
1.5848931924611109e+19,4096,logarithmic,1.2080068082452877e-20,0.1914561766834631,1.205463898395997,1.910531526325448e+19,0.08984784605767519,1.4239923957410327e+18,11.55703442055982,-18.413737092442382
1.6788040181225658e+19,4096,logarithmic,1.1289670595479919e-20,0.18953144358971868,1.2083690398582907,2.028614799489005e+19,0.08793980897833104,1.4763370466575304e+18,11.285966591717278,-18.04355760616172
1.7782794100389229e+19,4096,logarithmic,1.0551247095319936e-20,0.18763065459840433,1.2112166051463498,2.153881550028998e+19,0.08606476157974095,1.530471934471623e+18,11.020777071929434,-17.6789009657059
1.8836490894897943e+19,4096,logarithmic,9.861359884434738e-21,0.18575341567446677,1.214007390691246,2.2867639161094468e+19,0.08422242430166114,1.5864549285044713e+18,10.761356791081166,-17.319758241524184
1.9952623149688828e+19,4096,logarithmic,9.21680015551188e-21,0.18389934014892192,1.2167421964414493,2.427719851592089e+19,0.08241250889986568,1.6443457328993966e+18,10.507598075399072,-16.966117526682055
2.1134890398366433e+19,4096,logarithmic,8.61457264139663e-21,0.1820680486046838,1.2194218251303428,2.5772346623505752e+19,0.0806347188799883,1.7042059458316413e+18,10.259394647029296,-16.6179640235507
2.238721138568347e+19,4096,logarithmic,8.051881302121089e-21,0.1802591687630171,1.2220470815680724,2.7358226338322006e+19,0.07888874993026707,1.766099120641211e+18,10.016641623326583,-16.275280132307557
2.3713737056616554e+19,4096,logarithmic,7.526115978453606e-21,0.17847233537064924,1.2246187719577504,2.9040287552802763e+19,0.07717429035241585,1.8300908289481692e+18,9.779235515875495,-15.938045541032043
2.511886431509572e+19,4096,logarithmic,7.03483994621514e-21,0.17670719008739338,1.2271377032361266,3.082430546352646e+19,0.07549102149012722,1.896248725818481e+18,9.547074228879504,-15.606237316911564
2.660725059798814e+19,4096,logarithmic,6.575778310139256e-21,0.17496338137469014,1.2296046824386095,3.271639992210371e+19,0.07383861815391869,1.964642617030471e+18,9.32005705780039,-15.279829998954785
2.8183829312644493e+19,4096,logarithmic,6.146807180202694e-21,0.17324056438457033,1.232020516088651,3.472305593511872e+19,0.0722167490424506,2.0353445285265103e+18,9.098084687036124,-14.958795691140491
2.9853826189179695e+19,4096,logarithmic,5.745943577296133e-21,0.17153840084943217,1.2343860096113604,3.685114538129265e+19,0.07062507715909627,2.108428778105065e+18,8.88105918752029,-14.64310415640897
3.162277660168379e+19,4096,logarithmic,5.371336018718467e-21,0.1698565589725117,1.2367019667711499,3.910795001806705e+19,0.06906326022340077,2.183972049428557e+18,8.668884013876088,-14.332722911028828
3.3496543915782656e+19,4096,logarithmic,5.021255737366775e-21,0.16819471331908178,1.2389691891332775,4.150118585410445e+19,0.06753095107682495,2.262053468419437e+18,8.461464001180975,-14.02761731917781
3.5481338923357606e+19,4096,logarithmic,4.6940884916483056e-21,0.16655254470840603,1.24118847554903,4.403902896872069e+19,0.06602779808225367,2.342754682119464e+18,8.258705361329977,-13.72775068753398
3.758374042884435e+19,4096,logarithmic,4.388326926073884e-21,0.1649297401064693,1.2433606216642505,4.673014286407574e+19,0.06455344551677067,2.426159940089855e+18,8.060515678988267,-13.43308435968149
3.981071705534986e+19,4096,logarithmic,4.1025634452257785e-21,0.16332599251950478,1.2454864194509738,4.958370744104351e+19,0.0631075339572397,2.512356178432553e+18,7.866803907142117,-13.143577810158291
4.216965034285823e+19,4096,logarithmic,3.835483566340185e-21,0.1617410008883445,1.2475666567617618,5.260944969505212e+19,0.061689700658279834,2.6014331065152517e+18,7.67748036222804,-12.859188737957517
4.466835921509617e+19,4096,logarithmic,3.58585971811299e-21,0.1601744699836145,1.2496021169064364,5.58176762339213e+19,0.06029957992223161,2.693483296485642e+18,7.492456718855278,-12.579873159328848
4.731512589614812e+19,4096,logarithmic,3.352545455547728e-21,0.15862611030180002,1.2515935782507845,5.921930772574639e+19,0.05893680346077451,2.7886022756630845e+18,7.311646004113315,-12.305585499717896
5.011872336272715e+19,4096,logarithmic,3.1344700627198126e-21,0.1570956379622043,1.2535418138368988,6.282591539130275e+19,0.05760100074786956,2.886888621898714e+18,7.134962591461935,-12.036278684692014
5.308844442309901e+19,4096,logarithmic,2.9306335172467427e-21,0.15558277460482486,1.2554475910245968,6.6649759662222836e+19,0.05629179936373844,2.988444061998068e+18,6.962322194219817,-11.771904229725205
5.6234132519034905e+19,4096,logarithmic,2.7401017920390705e-21,0.15408724728917012,1.2573116711536019,7.070383113338089e+19,0.055008825329638585,3.09337357330334e+18,6.793641858637023,-11.512412328699462
5.956621435290085e+19,4096,logarithmic,2.5620024715673406e-21,0.15260878839404196,1.2591348092259556,7.500189394555219e+19,0.05375170343319666,3.2017854885353487e+18,6.628839956573684,-11.257751941015371
6.309573444801943e+19,4096,logarithmic,2.3955206614296205e-21,0.1511471355183072,1.2609177536081861,7.95585317424553e+19,0.052520057544124275,3.313791603998765e+18,6.4678361777788185,-11.007870877192971
6.683439175686135e+19,4096,logarithmic,2.239895171445322e-21,0.14970203138267876,1.2626612457527244,8.438919635484416e+19,0.051313510920153724,3.429507291257537e+18,6.310551521780505,-10.762715882864837
7.0794578438414025e+19,4096,logarithmic,2.0944149538444802e-21,0.14827322373253035,1.264366019938141,8.951025937337608e+19,0.050131686503058326,3.5490516123907446e+18,6.156908289394347,-10.522232721067414
7.498942093324558e+19,4096,logarithmic,1.9584157793737367e-21,0.14686046524176735,1.2660328030275527,9.493906678152995e+19,0.048974207204666054,3.6725474389426913e+18,6.006830073861047,-10.286366252749968
7.94328234724279e+19,4096,logarithmic,1.8312771353049294e-21,0.14546351341776992,1.2676623142448522,1.0069399683006076e+20,0.04784069618278503,3.8001215746852183e+18,5.860241751614148,-10.055060515418058
8.413951416451965e+19,4096,logarithmic,1.712419330419581e-21,0.1440821305074356,1.2692552649680784,1.0679452134517277e+20,0.046730777106995976,3.931904882313098e+18,5.7170694726998095,-9.828258799854972
8.91250938133744e+19,4096,logarithmic,1.6013007930536156e-21,0.1427160834043343,1.2708123585394824,1.1326127067402695e+20,0.045644074414291164,4.068032414198342e+18,5.577240650850213,-9.605903724855159
9.440608762859264e+19,4096,logarithmic,1.4974155492296942e-21,0.1413651435569957,1.2723342900917385,1.2011610248326388e+20,0.0445802135545559,4.208643547332778e+18,5.440683953224079,-9.387937309920124
1e+20,4096,logarithmic,1.4002908687834781e-21,0.1400290868783478,1.2738217463897887,1.2738217463897888e+20,0.043538821225923174,4.3538821225923174e+18,5.307329289824803,-9.174301045872813
1.0592537251772853e+20,4096,logarithmic,1.3094850682078642e-21,0.13870769365632118,1.2752754056876934,1.350840224101663e+20,0.04251952560003806,4.5038965884611267e+18,5.177107802616132,-8.964935963361231
1.1220184543019654e+20,4096,logarithmic,1.2245854597027504e-21,0.13740074846563416,1.276695937600117,1.4324764025196818e+20,0.04152195653730514,4.658840149358049e+18,5.049951854333501,-8.759782699209707
1.1885022274370165e+20,4096,logarithmic,1.145206436628125e-21,0.13610804008077348,1.2780840029877378,1.519005684402545e+20,0.04054574579219853,4.8188709187123e+18,4.925795017018797,-8.558781560608676
1.2589254117941713e+20,4096,logarithmic,1.0709876862206455e-21,0.13482936139018128,1.279440253856217,1.610719848451977e+20,0.03959052720873527,4.98415207694054e+18,4.804572060279622,-8.36187258711637
1.333521432163324e+20,4096,logarithmic,1.0015925210514874e-21,0.13356450931166539,1.2807653332680662,1.7079280214847688e+20,0.03865593690623194,5.154852034481351e+18,4.686218939298281,-8.16899561047305
1.4125375446227496e+20,4096,logarithmic,9.367063212777894e-22,0.1323132847090337,1.2820598752670145,1.8109577082690172e+20,0.03774161345547804,5.331144600050187e+18,4.570672782589291,-7.98009031221083
1.496235656094436e+20,4096,logarithmic,8.760350802768192e-22,0.13107549230997284,1.2833245048142687,1.9201558824428444e+20,0.03684719804546937,5.513209154280448e+18,4.457871879535458,-7.79509627907482
1.5848931924611108e+20,4096,logarithmic,8.193040467511489e-22,0.12985094062517355,1.2845598377362246,2.0358901421370914e+20,0.03597233464086364,5.701230828923778e+18,4.347755667707021,-7.613953056253564
1.678804018122566e+20,4096,logarithmic,7.662564568588852e-22,0.1286394418687057,1.2857664806831186,2.15854993413813e+20,0.03511667013033024,5.89540069178831e+18,4.240264719973319,-7.436600198427001
1.778279410038923e+20,4096,logarithmic,7.166523503574189e-22,0.12744081187965983,1.2869450310981079,2.2885478506536665e+20,0.034279854465972336,6.095915937596942e+18,4.135340731436865,-7.262977318660524
1.8836490894897945e+20,4096,logarithmic,6.702674651532072e-22,0.12625487004504712,1.288096077196316,2.4263210029862165e+20,0.03346154079401481,6.302980084957161e+18,4.032926506183521,-7.093024135148607
1.995262314968883e+20,4096,logarithmic,6.268922050277989e-22,0.12508143922397136,1.2892201979534135,2.572332476673169e+20,0.03266138557695594,6.516803179636839e+18,3.9329659438833042,-6.926680515848949
2.1134890398366433e+20,4096,logarithmic,5.863306756615452e-22,0.12392034567306895,1.2903179631031767,2.7270728729229063e+20,0.03187904870739075,6.737602004348886e+18,3.835404026238276,-6.763886521019957
2.238721138568347e+20,4096,logarithmic,5.483997844042817e-22,0.12277141897321897,1.291389933143687,2.8910619414631367e+20,0.031114193613716493,6.965600295253538e+18,3.740186803297596,-6.604582443697171
2.3713737056616553e+20,4096,logarithmic,5.129283995480167e-22,0.12163449195752825,1.2924366593516692,3.064850310219738e+20,0.03036648735793961,7.201028965392506e+18,3.6472613796650677,-6.448708848153317
2.5118864315095718e+20,4096,logarithmic,4.79756565141193e-22,0.12050940064058008,1.293458683804515,3.249021317566791e+20,0.02963560072580874,7.444126335279419e+18,3.556575900581871,-6.296206606350441
2.660725059798814e+20,4096,logarithmic,4.487347676500795e-22,0.11939598414895647,1.2944565394096683,3.4441929532277555e+20,0.028921208309495437,7.695138370873619e+18,3.4680795379369522,-6.147016932458382
2.818382931264449e+20,4096,logarithmic,4.1972325102022424e-22,0.11829408465302238,1.2954307499408733,3.6510199142684616e+20,0.02822298858305651,7.954318929175789e+18,3.3817224761865328,-6.001081415451603
2.9853826189179696e+20,4096,logarithmic,3.925913769218929e-22,0.11720354729996924,1.2963818300809276,3.87019578300467e+20,0.027540623970905776,8.22193001168977e+18,3.2974558982072244,-5.858342049838283
3.1622776601683794e+20,4096,logarithmic,3.672170271788645e-22,0.11612422014811678,1.297310285470585,4.1024553340502934e+20,0.026873800909529635,8.498242026001824e+18,3.215231971101784,-5.718741264571648
3.3496543915782655e+20,4096,logarithmic,3.4348604558050943e-22,0.11505595410246057,1.298216612763197,4.348576978162104e+20,0.02622220990267852,8.783534055739419e+18,3.1350038319544415,-5.582221950176091
3.54813389233576e+20,4096,logarithmic,3.212917164645599e-22,0.11399860285146364,1.2991012996847247,4.609385350988807e+20,0.025585545570268663,9.078094139177132e+18,3.056725573557495,-5.448727484143124
3.7583740428844355e+20,4096,logarithmic,3.005342776324531e-22,0.11295202280508361,1.2999648250988551,4.8857540553143425e+20,0.02496350669122516,9.382219556767257e+18,2.9803522301254715,-5.3182017546506755
3.9810717055349857e+20,4096,logarithmic,2.8112046532199473e-22,0.11191607303402223,1.3008076590767597,5.1786085658936875e+20,0.024355796240499484,9.696217127882787e+18,2.9058397629884603,-5.190589182635996
4.216965034285823e+20,4096,logarithmic,2.62963089114102e-22,0.1108906152101955,1.3016302629713217,5.488929306518324e+20,0.023762121420490452,1.002040351706624e+19,2.833145046302077,-5.065834742295927
4.466835921509617e+20,4096,logarithmic,2.459806347918686e-22,0.10987551354840569,1.3024330894953382,5.817754909520526e+20,0.023182193687097518,1.0355105550092067e+19,2.7622258527556287,-4.943883980038521
4.7315125896148124e+20,4096,logarithmic,2.300968933025217e-22,0.10887063474921377,1.303216582803616,6.166185668530104e+20,0.022615728770629034,1.070066054015452e+19,2.6930408393178507,-4.824683031962385
5.0118723362727146e+20,4096,logarithmic,2.1524061409596594e-22,0.10787584794299226,1.303981178578423,6.535387195937489e+20,0.022062446691792872,1.1057416624508817e+19,2.625549533004068,-4.708178639890703
5.308844442309901e+20,4096,logarithmic,2.0134518122863278e-22,0.1068910246351507,1.3047273041182852,6.926594297198338e+20,0.02152207177298332,1.142573311189973e+19,2.559712316688456,-4.594318166023237
5.6234132519034906e+20,4096,logarithmic,1.8834831072866805e-22,0.10591603865252283,1.3054553784295995,7.341115074829696e+20,0.020994332645083193,1.1805980841123088e+19,2.4954904149689927,-4.48304960625493
5.956621435290085e+20,4096,logarithmic,1.7619176781843982e-22,0.10495076609089724,1.3061658123210274,7.780335275714517e+20,0.02047896224999133,1.2198542551079481e+19,2.432845880090606,-4.374321602208486
