转出,转入,delta,问题一损失差,广义损失差_情景,一阶近似
nih_exporter,gutenberg_pg_19,0.001,0.000479164549609834,5.801418787632073e-05,5.067126793389359e-05
nih_exporter,pile_cc,0.001,0.0003735729426370682,4.522924392613703e-05,3.8057238961625286e-05
nih_exporter,ubuntu_irc,0.001,-0.001433222498583575,-0.00017348475822220877,-0.00018691668431718714
nih_exporter,europarl,0.001,0.0007669483184251646,9.286048789425294e-05,8.585567895196629e-05
nih_exporter,hackernews,0.001,-0.0008096430081199202,-9.801092338834749e-05,-0.0001124672125506398
nih_exporter,pubmed_abstracts,0.001,0.0004351149272832089,5.268065599750571e-05,4.5404589846117e-05
nih_exporter,uspto_backgrounds,0.001,0.0004817181447185348,5.832337914801755e-05,5.112059015698961e-05
pubmed_central,arxiv,0.001,6.998442573369346e-05,8.472842865092645e-06,8.157209773019044e-06
pubmed_central,freelaw,0.001,4.9656972397116306e-05,6.011832936803074e-06,5.66061346390872e-06
pubmed_central,nih_exporter,0.001,-0.00033488580091400877,-4.054179043055939e-05,-4.6456820985462566e-05
pubmed_central,wikipedia_en,0.001,-5.407504943910624e-05,-6.546634097048809e-06,-7.03017921279493e-06
pubmed_central,dm_mathematics,0.001,-0.0017187112783449976,-0.00020803453390971782,-0.00021291910000600562
pubmed_central,github,0.001,4.710843155208977e-05,5.703286330760449e-06,5.372418171605876e-06
pubmed_central,philpapers,0.001,-0.0007766750709112813,-9.402038651451505e-05,-0.00010431372503696039
pubmed_central,stackexchange,0.001,-0.00022329325502035147,-2.7032594947851152e-05,-2.7544220212380638e-05
pubmed_central,enron_emails,0.001,-0.001989092951932392,-0.0002407538216129268,-0.00028279191631303533
pubmed_central,gutenberg_pg_19,0.001,3.932110740123562e-05,4.760492184452403e-06,4.214446948431017e-06
pubmed_central,pile_cc,0.001,-6.62704995715302e-05,-8.02307289449189e-06,-8.399582023837278e-06
pubmed_central,ubuntu_irc,0.001,-0.0018730659407921735,-0.00022671348647307354,-0.0002333735053026497
pubmed_central,europarl,0.001,0.00032710487621656625,3.960303398686804e-05,3.939885796650373e-05
pubmed_central,hackernews,0.001,-0.0012494864503285186,-0.00015124779158348645,-0.00015892403353610235
pubmed_central,pubmed_abstracts,0.001,-4.728514925389504e-06,-5.7246446649728e-07,-1.052231139345567e-06
pubmed_central,uspto_backgrounds,0.001,4.187470250993641e-05,5.069650109490453e-06,4.663769171527046e-06
wikipedia_en,arxiv,0.001,0.00012918387981919466,1.5640089172208604e-05,1.5187388985813971e-05
wikipedia_en,freelaw,0.001,0.00010885642648350569,1.317904351783028e-05,1.269079267670365e-05
wikipedia_en,nih_exporter,0.001,-0.00027568634682850757,-3.337525565960675e-05,-3.942664177266764e-05
wikipedia_en,pubmed_central,0.001,6.209053270289644e-05,7.517141311197406e-06,7.03017921279493e-06
wikipedia_en,dm_mathematics,0.001,-0.0016595118242594964,-0.00020087043059868748,-0.0002058889207932107
wikipedia_en,github,0.001,0.00010630788563759097,1.2870492432703884e-05,1.2402597384400806e-05
wikipedia_en,philpapers,0.001,-0.0007174756168248919,-8.685462808211142e-05,-9.728354582416544e-05
wikipedia_en,stackexchange,0.001,-0.00016409380093485026,-1.9865864066215266e-05,-2.0514040999585712e-05
wikipedia_en,enron_emails,0.001,-0.0019298934978468907,-0.00023359019328195174,-0.00027576173710024045
wikipedia_en,gutenberg_pg_19,0.001,9.8520561487625e-05,1.1927684600454569e-05,1.1244626161225947e-05
wikipedia_en,pile_cc,0.001,-7.0710454851408144e-06,-8.560660553769139e-07,-1.3694028110423498e-06
wikipedia_en,ubuntu_irc,0.001,-0.001813866486705784,-0.0002195496543206943,-0.0002263433260898548
wikipedia_en,europarl,0.001,0.00038630433030295563,4.6770732204937104e-05,4.642903717929866e-05
wikipedia_en,hackernews,0.001,-0.0011902869962430174,-0.00014408286391054403,-0.00015189385432330744
wikipedia_en,pubmed_abstracts,0.001,5.44709391601117e-05,6.594650531432933e-06,5.977948073449362e-06
wikipedia_en,uspto_backgrounds,0.001,0.00010107415659632579,1.2236847013458174e-05,1.1693948384321975e-05
dm_mathematics,arxiv,0.001,0.0018677476485322586,0.00022617347909514862,0.00022107630977902468
dm_mathematics,freelaw,0.001,0.0018474201951956815,0.00022371138401133805,0.00021857971346991436
dm_mathematics,nih_exporter,0.001,0.0014628774218836682,0.0001771372333347898,0.00016646227902054306
