C_FLOPs,u情景,N_B,D_B,Loss,质量0.1等价参数倍数
1e+20,0.0,0.6448852430338912,25.84439145832768,2.5998621311289094,1.3033135123755597
1e+20,0.1,0.6448852430338912,25.84439145832768,2.5644717015499303,1.3033135123755597
1e+22,0.0,5.158687472183478,323.0795964387487,2.1386109309001373,1.3033135123755597
1e+22,0.1,5.158687472183478,323.0795964387487,2.1211583487239434,1.3033135123755597
1e+24,0.0,41.26634424206261,4038.803769217435,1.9111476146412643,1.3033135123755597
1e+24,0.1,41.26634424206261,4038.803769217435,1.9025409763992203,1.3033135123755597
