参数,估计,2.5%,97.5%,解释
theta_Q,0.39665934754854026,0.3783385716857092,0.41568369249064663,B7整组重采样；80次
eta,0.07956681304010307,0.07548650847485948,0.0827880157760717,配方整组重采样；50次
