E,A,alpha,B,nu,held_N_B
1.689865861963296,0.35390720206301773,0.34005016356798423,1.2403123580651432,0.27988075284474895,0.070542
1.6898585227662917,0.3539516094559941,0.3399935970433798,1.2402499568829797,0.27989295727850744,0.162405
1.6898474862593693,0.35396885036496434,0.3399853405758832,1.2402611619572195,0.2798965317540595,0.409009
1.6898530914363676,0.3539858359511419,0.3399718646705337,1.2402640320481961,0.279909475531249,1.040867
1.6898029519191222,0.3539799252889553,0.3399761819127469,1.2402892013240157,0.27987712538026605,1.416184
1.6898410996964528,0.3539663693033661,0.33998878197812915,1.2402781935388159,0.2798956959425479,2.782831
1.689841819447546,0.35396215101639034,0.3399895158333285,1.240285985956483,0.27989271108386565,6.86104
1.6898307975013522,0.35398514507894185,0.3399743754314883,1.2402551897938874,0.2798949157444964,11.965825
