域i,域k,补偿域,delta,问题一条件交互,广义条件交互_情景,解释
github,hackernews,pile_cc,0.01,0.0003975447969928325,4.771748585064017e-05,次加性收益
github,pubmed_abstracts,pile_cc,0.01,0.0003975447969928325,4.8203840088856253e-05,次加性收益
github,uspto_backgrounds,pile_cc,0.01,0.00039754479699194434,4.822657950143139e-05,次加性收益
philpapers,stackexchange,pile_cc,0.01,0.00039754479699194434,4.8185390013166796e-05,次加性收益
philpapers,enron_emails,pile_cc,0.01,0.0003975447969928325,4.871557746133348e-05,次加性收益
philpapers,gutenberg_pg_19,pile_cc,0.01,0.00039754479699194434,4.797926854038792e-05,次加性收益
philpapers,ubuntu_irc,pile_cc,0.01,0.00039754479699194434,4.9207261487271836e-05,次加性收益
philpapers,europarl,pile_cc,0.01,0.0003975447969928325,4.777185253601601e-05,次加性收益
philpapers,hackernews,pile_cc,0.01,0.00039754479699194434,4.871571201814362e-05,次加性收益
philpapers,pubmed_abstracts,pile_cc,0.01,0.00039754479699194434,4.801658356834437e-05,次加性收益
philpapers,uspto_backgrounds,pile_cc,0.01,0.00039754479699194434,4.798389593263508e-05,次加性收益
stackexchange,enron_emails,pile_cc,0.01,0.0003975447969928325,4.829367530678752e-05,次加性收益
stackexchange,gutenberg_pg_19,pile_cc,0.01,0.00039754479699194434,4.8085179738865946e-05,次加性收益
stackexchange,ubuntu_irc,pile_cc,0.01,0.00039754479699194434,4.843290211420381e-05,次加性收益
stackexchange,europarl,pile_cc,0.01,0.0003975447969928325,4.8026447165394615e-05,次加性收益
stackexchange,hackernews,pile_cc,0.01,0.0003975447969928325,4.829371340830946e-05,次加性收益
stackexchange,pubmed_abstracts,pile_cc,0.01,0.0003975447969928325,4.809574598052535e-05,次加性收益
stackexchange,uspto_backgrounds,pile_cc,0.01,0.00039754479699194434,4.808649004583998e-05,次加性收益
enron_emails,gutenberg_pg_19,pile_cc,0.01,0.0003975447969928325,4.7705189757607513e-05,次加性收益
enron_emails,ubuntu_irc,pile_cc,0.01,0.0003975447969928325,5.121116171391549e-05,次加性收益
enron_emails,europarl,pile_cc,0.01,0.0003975447969937207,4.711300826576448e-05,次加性收益
enron_emails,hackernews,pile_cc,0.01,0.0003975447969928325,4.980776712759649e-05,次加性收益
enron_emails,pubmed_abstracts,pile_cc,0.01,0.0003975447969928325,4.7811725745638967e-05,次加性收益
enron_emails,uspto_backgrounds,pile_cc,0.01,0.0003975447969928325,4.7718401158025614e-05,次加性收益
gutenberg_pg_19,ubuntu_irc,pile_cc,0.01,0.00039754479699105616,4.735279551582039e-05,次加性收益
gutenberg_pg_19,europarl,pile_cc,0.01,0.0003975447969928325,4.8381565666222315e-05,次加性收益
gutenberg_pg_19,hackernews,pile_cc,0.01,0.00039754479699194434,4.77050933191947e-05,次加性收益
gutenberg_pg_19,pubmed_abstracts,pile_cc,0.01,0.00039754479699194434,4.820616479461748e-05,次加性收益
gutenberg_pg_19,uspto_backgrounds,pile_cc,0.01,0.00039754479699105616,4.822959230921242e-05,次加性收益
ubuntu_irc,europarl,pile_cc,0.01,0.0003975447969928325,4.626590538370223e-05,次加性收益
ubuntu_irc,hackernews,pile_cc,0.01,0.00039754479699194434,5.121186681078527e-05,次加性收益
ubuntu_irc,pubmed_abstracts,pile_cc,0.01,0.00039754479699194434,4.7548331708391345e-05,次加性收益
ubuntu_irc,uspto_backgrounds,pile_cc,0.01,0.00039754479699194434,4.73770437250387e-05,次加性收益
europarl,hackernews,pile_cc,0.01,0.0003975447969928325,4.711277644320333e-05,次加性收益
europarl,pubmed_abstracts,pile_cc,0.01,0.0003975447969928325,4.831727708598521e-05,次加性收益
europarl,uspto_backgrounds,pile_cc,0.01,0.0003975447969928325,4.8373593316330954e-05,次加性收益
hackernews,pubmed_abstracts,pile_cc,0.01,0.0003975447969928325,4.781165366374296e-05,次加性收益
hackernews,uspto_backgrounds,pile_cc,0.01,0.00039754479699194434,4.771830774030761e-05,次加性收益
pubmed_abstracts,uspto_backgrounds,pile_cc,0.01,0.00039754479699194434,4.8203685910852556e-05,次加性收益
