Model,task,raw_accuracy,chance_baseline,normalized_score,file
BSC-LT/salamandra-7b-instruct,leaderboard_musr_object_placements,0.3203125,0.2,15.039062499999996,real_attachments/C_efficiency_evolution/detailed_results/BSC-LT_salamandra-7b-instruct/results_2024-11-22T08-58-14.996318.json
BSC-LT/salamandra-7b-instruct,leaderboard_musr_team_allocation,0.368,0.3333333333333333,5.200000000000001,real_attachments/C_efficiency_evolution/detailed_results/BSC-LT_salamandra-7b-instruct/results_2024-11-22T08-58-14.996318.json
Ba2han/Llama-Phi-3_DoRA,leaderboard_musr_murder_mysteries,0.56,0.5,12.00000000000001,real_attachments/C_efficiency_evolution/detailed_results/Ba2han_Llama-Phi-3_DoRA/results_2024-07-29T08-29-23.036311.json
Ba2han/Llama-Phi-3_DoRA,leaderboard_musr_object_placements,0.30078125,0.2,12.597656249999996,real_attachments/C_efficiency_evolution/detailed_results/Ba2han_Llama-Phi-3_DoRA/results_2024-07-29T08-29-23.036311.json
Ba2han/Llama-Phi-3_DoRA,leaderboard_musr_team_allocation,0.36,0.3333333333333333,4.0,real_attachments/C_efficiency_evolution/detailed_results/Ba2han_Llama-Phi-3_DoRA/results_2024-07-29T08-29-23.036311.json
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,leaderboard_musr_murder_mysteries,0.54,0.5,8.000000000000007,real_attachments/C_efficiency_evolution/detailed_results/Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB/results_2025-03-01T08-30-05.978173.json
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,leaderboard_musr_object_placements,0.34765625,0.2,18.457031249999996,real_attachments/C_efficiency_evolution/detailed_results/Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB/results_2025-03-01T08-30-05.978173.json
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,leaderboard_musr_team_allocation,0.5,0.3333333333333333,25.0,real_attachments/C_efficiency_evolution/detailed_results/Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB/results_2025-03-01T08-30-05.978173.json
BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,leaderboard_musr_murder_mysteries,0.56,0.5,12.00000000000001,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0/results_2024-11-25T10-42-51.480482.json
BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,leaderboard_musr_object_placements,0.25,0.2,6.249999999999998,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0/results_2024-11-25T10-42-51.480482.json
BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,leaderboard_musr_team_allocation,0.452,0.3333333333333333,17.8,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0/results_2024-11-25T10-42-51.480482.json
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,leaderboard_musr_murder_mysteries,0.532,0.5,6.400000000000006,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0/results_2024-09-28T01-29-46.479228.json
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,leaderboard_musr_object_placements,0.3359375,0.2,16.992187499999996,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0/results_2024-09-28T01-29-46.479228.json
BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,leaderboard_musr_team_allocation,0.356,0.3333333333333333,3.3999999999999995,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0/results_2024-09-28T01-29-46.479228.json
BlackBeenie/Bloslain-8B-v0.2,leaderboard_musr_murder_mysteries,0.54,0.5,8.000000000000007,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Bloslain-8B-v0.2/results_2024-11-20T00-14-46.384603.json
BlackBeenie/Bloslain-8B-v0.2,leaderboard_musr_object_placements,0.38671875,0.2,23.339843749999996,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Bloslain-8B-v0.2/results_2024-11-20T00-14-46.384603.json
BlackBeenie/Bloslain-8B-v0.2,leaderboard_musr_team_allocation,0.296,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Bloslain-8B-v0.2/results_2024-11-20T00-14-46.384603.json
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,leaderboard_musr_murder_mysteries,0.54,0.5,8.000000000000007,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1/results_2024-12-29T05-50-35.952715.json
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,leaderboard_musr_object_placements,0.2734375,0.2,9.179687499999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1/results_2024-12-29T05-50-35.952715.json
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,leaderboard_musr_team_allocation,0.272,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1/results_2024-12-29T05-50-35.952715.json
BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,leaderboard_musr_murder_mysteries,0.496,0.5,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge/results_2024-11-06T21-15-20.894828.json
BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,leaderboard_musr_object_placements,0.2734375,0.2,9.179687499999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge/results_2024-11-06T21-15-20.894828.json
BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,leaderboard_musr_team_allocation,0.364,0.3333333333333333,4.6000000000000005,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge/results_2024-11-06T21-15-20.894828.json
BlackBeenie/Neos-Gemma-2-9b,leaderboard_musr_murder_mysteries,0.536,0.5,7.200000000000006,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Gemma-2-9b/results_2024-11-11T12-49-01.846333.json
BlackBeenie/Neos-Gemma-2-9b,leaderboard_musr_object_placements,0.28125,0.2,10.156249999999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Gemma-2-9b/results_2024-11-11T12-49-01.846333.json
BlackBeenie/Neos-Gemma-2-9b,leaderboard_musr_team_allocation,0.268,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Gemma-2-9b/results_2024-11-11T12-49-01.846333.json
BlackBeenie/Neos-Llama-3.1-8B,leaderboard_musr_murder_mysteries,0.528,0.5,5.600000000000005,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-8B/results_2024-11-12T13-25-16.816634.json
BlackBeenie/Neos-Llama-3.1-8B,leaderboard_musr_object_placements,0.29296875,0.2,11.621093749999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-8B/results_2024-11-12T13-25-16.816634.json
BlackBeenie/Neos-Llama-3.1-8B,leaderboard_musr_team_allocation,0.304,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-8B/results_2024-11-12T13-25-16.816634.json
BlackBeenie/Neos-Llama-3.1-base,leaderboard_musr_murder_mysteries,0.504,0.5,0.8000000000000007,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-base/results_2024-11-11T14-31-42.592878.json
BlackBeenie/Neos-Llama-3.1-base,leaderboard_musr_object_placements,0.26171875,0.2,7.714843749999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-base/results_2024-11-11T14-31-42.592878.json
BlackBeenie/Neos-Llama-3.1-base,leaderboard_musr_team_allocation,0.284,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-base/results_2024-11-11T14-31-42.592878.json
BlackBeenie/Neos-Phi-3-14B-v0.1,leaderboard_musr_murder_mysteries,0.552,0.5,10.40000000000001,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Phi-3-14B-v0.1/results_2024-11-27T15-11-29.345795.json
BlackBeenie/Neos-Phi-3-14B-v0.1,leaderboard_musr_object_placements,0.265625,0.2,8.203124999999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Phi-3-14B-v0.1/results_2024-11-27T15-11-29.345795.json
BlackBeenie/Neos-Phi-3-14B-v0.1,leaderboard_musr_team_allocation,0.42,0.3333333333333333,12.999999999999998,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Phi-3-14B-v0.1/results_2024-11-27T15-11-29.345795.json
BlackBeenie/llama-3-luminous-merged,leaderboard_musr_murder_mysteries,0.556,0.5,11.20000000000001,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3-luminous-merged/results_2024-10-11T13-21-44.421484.json
BlackBeenie/llama-3-luminous-merged,leaderboard_musr_object_placements,0.3046875,0.2,13.085937499999996,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3-luminous-merged/results_2024-10-11T13-21-44.421484.json
BlackBeenie/llama-3-luminous-merged,leaderboard_musr_team_allocation,0.384,0.3333333333333333,7.600000000000002,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3-luminous-merged/results_2024-10-11T13-21-44.421484.json
BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_musr_murder_mysteries,0.58,0.5,15.999999999999993,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco/results_2024-10-19T11-26-56.879492.json
BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_musr_object_placements,0.421875,0.2,27.734374999999993,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco/results_2024-10-19T11-26-56.879492.json
BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_musr_team_allocation,0.32,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco/results_2024-10-19T11-26-56.879492.json
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_musr_murder_mysteries,0.52,0.5,4.0000000000000036,real_attachments/C_efficiency_evolution/detailed_results/Bllossom_llama-3.2-Korean-Bllossom-AICA-5B/results_2024-12-18T04-48-36.945827.json
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_musr_object_placements,0.2421875,0.2,5.273437499999998,real_attachments/C_efficiency_evolution/detailed_results/Bllossom_llama-3.2-Korean-Bllossom-AICA-5B/results_2024-12-18T04-48-36.945827.json
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_musr_team_allocation,0.388,0.3333333333333333,8.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/Bllossom_llama-3.2-Korean-Bllossom-AICA-5B/results_2024-12-18T04-48-36.945827.json
BoltMonkey/DreadMix,leaderboard_musr_murder_mysteries,0.612,0.5,22.4,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_DreadMix/results_2024-10-15T10-14-27.298886.json
BoltMonkey/DreadMix,leaderboard_musr_object_placements,0.34765625,0.2,18.457031249999996,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_DreadMix/results_2024-10-15T10-14-27.298886.json
BoltMonkey/DreadMix,leaderboard_musr_team_allocation,0.304,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_DreadMix/results_2024-10-15T10-14-27.298886.json
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_musr_murder_mysteries,0.548,0.5,9.600000000000009,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated/results_2024-10-02T01-12-39.953335.json
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_musr_object_placements,0.3046875,0.2,13.085937499999996,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated/results_2024-10-02T01-12-39.953335.json
BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_musr_team_allocation,0.368,0.3333333333333333,5.200000000000001,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated/results_2024-10-02T01-12-39.953335.json
BoltMonkey/SuperNeuralDreadDevil-8b,leaderboard_musr_murder_mysteries,0.564,0.5,12.79999999999999,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_SuperNeuralDreadDevil-8b/results_2024-10-15T04-58-27.394066.json
BoltMonkey/SuperNeuralDreadDevil-8b,leaderboard_musr_object_placements,0.2890625,0.2,11.132812499999998,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_SuperNeuralDreadDevil-8b/results_2024-10-15T04-58-27.394066.json
BoltMonkey/SuperNeuralDreadDevil-8b,leaderboard_musr_team_allocation,0.34,0.3333333333333333,1.0000000000000062,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_SuperNeuralDreadDevil-8b/results_2024-10-15T04-58-27.394066.json
BrainWave-ML/llama3.2-3B-maths-orpo,leaderboard_musr_murder_mysteries,0.5,0.5,0.0,real_attachments/C_efficiency_evolution/detailed_results/BrainWave-ML_llama3.2-3B-maths-orpo/results_2024-10-25T15-23-53.121910.json
BrainWave-ML/llama3.2-3B-maths-orpo,leaderboard_musr_object_placements,0.30859375,0.2,13.574218749999996,real_attachments/C_efficiency_evolution/detailed_results/BrainWave-ML_llama3.2-3B-maths-orpo/results_2024-10-25T15-23-53.121910.json
BrainWave-ML/llama3.2-3B-maths-orpo,leaderboard_musr_team_allocation,0.264,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BrainWave-ML_llama3.2-3B-maths-orpo/results_2024-10-25T15-23-53.121910.json
BramVanroy/GEITje-7B-ultra,leaderboard_musr_murder_mysteries,0.516,0.5,3.200000000000003,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_GEITje-7B-ultra/results_2024-10-28T15-46-03.761866.json
BramVanroy/GEITje-7B-ultra,leaderboard_musr_object_placements,0.2109375,0.2,1.3671874999999987,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_GEITje-7B-ultra/results_2024-10-28T15-46-03.761866.json
BramVanroy/GEITje-7B-ultra,leaderboard_musr_team_allocation,0.26,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_GEITje-7B-ultra/results_2024-10-28T15-46-03.761866.json
BramVanroy/fietje-2,leaderboard_musr_murder_mysteries,0.512,0.5,2.400000000000002,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2/results_2024-10-28T15-01-12.007604.json
BramVanroy/fietje-2,leaderboard_musr_object_placements,0.3046875,0.2,13.085937499999996,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2/results_2024-10-28T15-01-12.007604.json
BramVanroy/fietje-2,leaderboard_musr_team_allocation,0.292,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2/results_2024-10-28T15-01-12.007604.json
BramVanroy/fietje-2-chat,leaderboard_musr_murder_mysteries,0.524,0.5,4.800000000000004,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-chat/results_2024-10-28T15-30-42.669861.json
BramVanroy/fietje-2-chat,leaderboard_musr_object_placements,0.23828125,0.2,4.785156249999998,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-chat/results_2024-10-28T15-30-42.669861.json
BramVanroy/fietje-2-chat,leaderboard_musr_team_allocation,0.296,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-chat/results_2024-10-28T15-30-42.669861.json
BramVanroy/fietje-2-instruct,leaderboard_musr_murder_mysteries,0.532,0.5,6.400000000000006,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-instruct/results_2024-10-29T06-19-03.359209.json
BramVanroy/fietje-2-instruct,leaderboard_musr_object_placements,0.21875,0.2,2.3437499999999987,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-instruct/results_2024-10-29T06-19-03.359209.json
BramVanroy/fietje-2-instruct,leaderboard_musr_team_allocation,0.26,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-instruct/results_2024-10-29T06-19-03.359209.json
CYFRAGOVPL/Llama-PLLuM-8B-base,leaderboard_musr_murder_mysteries,0.544,0.5,8.800000000000008,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-base/results_2025-02-28T14-13-32.792972.json
CYFRAGOVPL/Llama-PLLuM-8B-base,leaderboard_musr_object_placements,0.37109375,0.2,21.386718749999996,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-base/results_2025-02-28T14-13-32.792972.json
CYFRAGOVPL/Llama-PLLuM-8B-base,leaderboard_musr_team_allocation,0.276,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-base/results_2025-02-28T14-13-32.792972.json
CYFRAGOVPL/Llama-PLLuM-8B-chat,leaderboard_musr_murder_mysteries,0.588,0.5,17.599999999999994,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-chat/results_2025-02-28T13-53-42.976676.json
CYFRAGOVPL/Llama-PLLuM-8B-chat,leaderboard_musr_object_placements,0.34375,0.2,17.968749999999996,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-chat/results_2025-02-28T13-53-42.976676.json
CYFRAGOVPL/Llama-PLLuM-8B-chat,leaderboard_musr_team_allocation,0.328,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-chat/results_2025-02-28T13-53-42.976676.json
CYFRAGOVPL/PLLuM-12B-base,leaderboard_musr_murder_mysteries,0.548,0.5,9.600000000000009,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-base/results_2025-02-28T14-26-10.371596.json
CYFRAGOVPL/PLLuM-12B-base,leaderboard_musr_object_placements,0.38671875,0.2,23.339843749999996,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-base/results_2025-02-28T14-26-10.371596.json
CYFRAGOVPL/PLLuM-12B-base,leaderboard_musr_team_allocation,0.308,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-base/results_2025-02-28T14-26-10.371596.json
CYFRAGOVPL/PLLuM-12B-chat,leaderboard_musr_murder_mysteries,0.596,0.5,19.199999999999996,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-chat/results_2025-02-28T14-04-50.916092.json
CYFRAGOVPL/PLLuM-12B-chat,leaderboard_musr_object_placements,0.3984375,0.2,24.804687499999996,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-chat/results_2025-02-28T14-04-50.916092.json
CYFRAGOVPL/PLLuM-12B-chat,leaderboard_musr_team_allocation,0.24,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-chat/results_2025-02-28T14-04-50.916092.json
CYFRAGOVPL/PLLuM-12B-nc-base,leaderboard_musr_murder_mysteries,0.5,0.5,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-base/results_2025-02-28T14-13-34.734587.json
CYFRAGOVPL/PLLuM-12B-nc-base,leaderboard_musr_object_placements,0.26953125,0.2,8.691406249999998,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-base/results_2025-02-28T14-13-34.734587.json
CYFRAGOVPL/PLLuM-12B-nc-base,leaderboard_musr_team_allocation,0.324,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-base/results_2025-02-28T14-13-34.734587.json
CYFRAGOVPL/PLLuM-12B-nc-chat,leaderboard_musr_murder_mysteries,0.56,0.5,12.00000000000001,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-chat/results_2025-02-28T14-03-56.285441.json
CYFRAGOVPL/PLLuM-12B-nc-chat,leaderboard_musr_object_placements,0.4140625,0.2,26.757812499999993,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-chat/results_2025-02-28T14-03-56.285441.json
CYFRAGOVPL/PLLuM-12B-nc-chat,leaderboard_musr_team_allocation,0.332,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-chat/results_2025-02-28T14-03-56.285441.json
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,leaderboard_musr_murder_mysteries,0.548,0.5,9.600000000000009,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct/results_2024-12-20T07-08-53.216233.json
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,leaderboard_musr_object_placements,0.21875,0.2,2.3437499999999987,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct/results_2024-12-20T07-08-53.216233.json
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,leaderboard_musr_team_allocation,0.328,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct/results_2024-12-20T07-08-53.216233.json
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,leaderboard_musr_murder_mysteries,0.556,0.5,11.20000000000001,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412/results_2024-12-19T09-37-44.312285.json
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,leaderboard_musr_object_placements,0.265625,0.2,8.203124999999998,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412/results_2024-12-19T09-37-44.312285.json
CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,leaderboard_musr_team_allocation,0.34,0.3333333333333333,1.0000000000000062,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412/results_2024-12-19T09-37-44.312285.json
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,leaderboard_musr_murder_mysteries,0.552,0.5,10.40000000000001,real_attachments/C_efficiency_evolution/detailed_results/Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B/results_2024-07-22T09-49-57.500293.json
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,leaderboard_musr_object_placements,0.25,0.2,6.249999999999998,real_attachments/C_efficiency_evolution/detailed_results/Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B/results_2024-07-22T09-49-57.500293.json
Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,leaderboard_musr_team_allocation,0.304,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B/results_2024-07-22T09-49-57.500293.json
CausalLM/14B,leaderboard_musr_murder_mysteries,0.548,0.5,9.600000000000009,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_14B/results_2024-06-16T22-41-11.628824.json
CausalLM/14B,leaderboard_musr_object_placements,0.3984375,0.2,24.804687499999996,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_14B/results_2024-06-16T22-41-11.628824.json
CausalLM/14B,leaderboard_musr_team_allocation,0.3,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_14B/results_2024-06-16T22-41-11.628824.json
CausalLM/34b-beta,leaderboard_musr_murder_mysteries,0.536,0.5,7.200000000000006,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_34b-beta/results_2024-08-13T04-12-29.067058.json
CausalLM/34b-beta,leaderboard_musr_object_placements,0.30859375,0.2,13.574218749999996,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_34b-beta/results_2024-08-13T04-12-29.067058.json
CausalLM/34b-beta,leaderboard_musr_team_allocation,0.28,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_34b-beta/results_2024-08-13T04-12-29.067058.json
CausalLM/preview-1-hf,leaderboard_musr_murder_mysteries,0.496,0.5,0.0,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_preview-1-hf/results_2025-01-26T19-50-38.868150.json
CausalLM/preview-1-hf,leaderboard_musr_object_placements,0.2265625,0.2,3.3203124999999987,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_preview-1-hf/results_2025-01-26T19-50-38.868150.json
CausalLM/preview-1-hf,leaderboard_musr_team_allocation,0.304,0.3333333333333333,0.0,real_attachments/C_efficiency_evolution/detailed_results/CausalLM_preview-1-hf/results_2025-01-26T19-50-38.868150.json
Changgil/K2S3-14b-v0.2,leaderboard_musr_murder_mysteries,0.528,0.5,5.600000000000005,real_attachments/C_efficiency_evolution/detailed_results/Changgil_K2S3-14b-v0.2/results_2024-08-12T22-44-05.278865.json
Changgil/K2S3-14b-v0.2,leaderboard_musr_object_placements,0.30078125,0.2,12.597656249999996,real_attachments/C_efficiency_evolution/detailed_results/Changgil_K2S3-14b-v0.2/results_2024-08-12T22-44-05.278865.json
Changgil/K2S3-14b-v0.2,leaderboard_musr_team_allocation,0.348,0.3333333333333333,2.199999999999999,real_attachments/C_efficiency_evolution/detailed_results/Changgil_K2S3-14b-v0.2/results_2024-08-12T22-44-05.278865.json
Changgil/K2S3-v0.1,leaderboard_musr_murder_mysteries,0.52,0.5,4.0000000000000036,real_attachments/C_efficiency_evolution/detailed_results/Changgil_K2S3-v0.1/results_2025-02-13T18-27-04.338360.json
Changgil/K2S3-v0.1,leaderboard_musr_object_placements,0.32421875,0.2,15.527343749999996,real_attachments/C_efficiency_evolution/detailed_results/Changgil_K2S3-v0.1/results_2025-02-13T18-27-04.338360.json
Changgil/K2S3-v0.1,leaderboard_musr_team_allocation,0.36,0.3333333333333333,4.0,real_attachments/C_efficiency_evolution/detailed_results/Changgil_K2S3-v0.1/results_2025-02-13T18-27-04.338360.json
ClaudioItaly/Albacus,leaderboard_musr_murder_mysteries,0.572,0.5,14.399999999999991,real_attachments/C_efficiency_evolution/detailed_results/ClaudioItaly_Albacus/results_2024-09-14T01-42-34.001195.json
ClaudioItaly/Albacus,leaderboard_musr_object_placements,0.30859375,0.2,13.574218749999996,real_attachments/C_efficiency_evolution/detailed_results/ClaudioItaly_Albacus/results_2024-09-14T01-42-34.001195.json
