method,start_score,end_score,scale_points,technology_points,total_points,scale_share,technology_share,additivity_error,scale_points_lo,scale_points_hi,technology_points_lo,technology_points_hi,total_points_lo,total_points_hi,scale_share_lo,scale_share_hi,technology_share_lo,technology_share_hi
scale_time,9.114875861322544,14.27343346245221,2.9394331720815785,2.2191244290480885,5.158557601129667,0.5698168750578408,0.43018312494215916,0.0,0.3588920005328111,7.412107988170754,-1.7543811879394924,5.88744431128098,1.9052159275069491,10.339686446278316,0.10498033623687478,1.2391290967898436,-0.23912909678984437,0.8950196637631249
free_nd,9.110142349357984,14.171213048882791,2.2492098866548735,2.8118608128699334,5.061070699524807,0.44441384445905013,0.5555861555409499,0.0,,,,,,,,,,
