replicate,power,set,n,weight_L1,rho,top10_overlap,bottom10_overlap,mean_abs_rank_shift
11,2,A1,10247,0.004150698002029784,0.9999906075153374,0.9980487804878049,0.9960975609756098,0.0009366576658325255
11,2,A2,16104,0.004150698002029784,0.9999886872724425,0.9968963376784605,0.9975170701427685,0.0009578126553951723
11,2,A3,193752,0.004150698002029784,0.999981883556923,0.9968517753922378,0.99556151940545,0.0013350649691720093
12,1,A1,10247,0.005349942501712293,0.999991871326763,0.9980487804878049,0.9970731707317073,0.0008462775819611409
12,1,A2,16104,0.005349942501712293,0.9999790838756968,0.9968963376784605,0.9968963376784605,0.0013480280560855186
12,1,A3,193752,0.005349942501712293,0.9999899504320262,0.9977291494632535,0.9969033856317093,0.0009450488962883711
12,2,A1,10247,0.004167802264277938,0.9999958248584951,0.9980487804878049,0.9990243902439024,0.0006013275548618775
12,2,A2,16104,0.004167802264277938,0.9999941091654303,0.9993792675356921,0.9981378026070763,0.0007129900677883869
12,2,A3,193752,0.004167802264277938,0.9999933386545374,0.997677539223782,0.9972130470685384,0.0007717608792769269
13,1,A1,10247,0.007811658587429195,0.9999774258046893,0.9960975609756098,0.9931707317073171,0.0014250339251501859
13,1,A2,16104,0.007811658587429195,0.9999449569751195,0.9919304779639975,0.9925512104283054,0.0021948276342867237
13,1,A3,193752,0.007811658587429195,0.9999491100606328,0.995767960363336,0.9924649050371593,0.0021910389993359944
13,2,A1,10247,0.005572807185268088,0.999989258885476,0.9980487804878049,0.9960975609756098,0.0009668668993457006
13,2,A2,16104,0.005572807185268088,0.9999815077686957,0.9962756052141527,0.9968963376784605,0.0012502100726795946
13,2,A3,193752,0.005572807185268088,0.9999771315363774,0.9966969446738233,0.9948389760528489,0.0014667998494701207
14,1,A1,10247,0.005115034378481074,0.9999883678848144,0.9970731707317073,0.9951219512195122,0.000983990544319436
14,1,A2,16104,0.005115034378481074,0.9999830002807938,0.994413407821229,0.9962756052141527,0.0011939516219585116
14,1,A3,193752,0.005115034378481074,0.9999861612367436,0.99726465730801,0.9970582163501238,0.001091284638502627
14,2,A1,10247,0.004181800910382571,0.9999911506656113,0.9990243902439024,0.9990243902439024,0.0008643155038633963
14,2,A2,16104,0.004181800910382571,0.9999907393900197,0.9981378026070763,0.9975170701427685,0.0008671744687844954
14,2,A3,193752,0.004181800910382571,0.9999881778775821,0.9971614368290669,0.9969033856317093,0.0010189084594712048
15,1,A1,10247,0.0052023618247854855,0.9999862326573654,0.9960975609756098,0.9941463414634146,0.001129055816977911
15,1,A2,16104,0.0052023618247854855,0.9999724930695234,0.9937926753569212,0.9950341402855369,0.001556488944562776
15,1,A3,193752,0.0052023618247854855,0.9999795737016713,0.9962324525185797,0.9954066886870355,0.0013732728596522804
15,2,A1,10247,0.005120625023652858,0.9999898520680317,0.9960975609756098,0.9970731707317073,0.000966485950625484
15,2,A2,16104,0.005120625023652858,0.9999794291392409,0.9975170701427685,0.9962756052141527,0.0013275220628754625
15,2,A3,193752,0.005120625023652858,0.999983922674568,0.9968517753922378,0.995767960363336,0.0012119352939434609
16,1,A1,10247,0.004453258937238799,0.9999925375725106,0.9980487804878049,0.9960975609756098,0.0007782782354024808
16,1,A2,16104,0.004453258937238799,0.9999829592731517,0.9956548727498448,0.9956548727498448,0.0012270974507726602
16,1,A3,193752,0.004453258937238799,0.9999877253865918,0.9978323699421965,0.9973678777869529,0.001031918318662736
16,2,A1,10247,0.003466459698100801,0.9999938413339214,0.9990243902439024,0.9990243902439024,0.0007369643466949923
16,2,A2,16104,0.003466459698100801,0.999993787040517,0.9962756052141527,0.9981378026070763,0.0007163833122458615
16,2,A3,193752,0.003466459698100801,0.9999898749130668,0.9977807597027251,0.997471098265896,0.0009607914790829031
17,1,A1,10247,0.005028051366930381,0.9999891824429303,0.9951219512195122,0.9931707317073171,0.0009721811339927219
17,1,A2,16104,0.005028051366930381,0.9999717305779305,0.9956548727498448,0.9962756052141527,0.00156299780438575
17,1,A3,193752,0.005028051366930381,0.9999824270150439,0.9969549958711809,0.9961808422791082,0.001250865936619905
17,2,A1,10247,0.004644208776553461,0.9999923545743649,0.9990243902439024,0.9980487804878049,0.0008256873036334347
17,2,A2,16104,0.004644208776553461,0.9999853078628792,0.9975170701427685,0.9962756052141527,0.0011158992875173765
17,2,A3,193752,0.004644208776553461,0.9999873202031747,0.9970066061106524,0.9970066061106524,0.001061058402177574
18,1,A1,10247,0.005113043485428768,0.9999935367794137,0.9980487804878049,0.9970731707317073,0.000744792842895443
18,1,A2,16104,0.005113043485428768,0.9999791092353835,0.9968963376784605,0.9956548727498448,0.0013591255078453045
18,1,A3,193752,0.005113043485428768,0.9999910756600933,0.997883980181668,0.9968517753922378,0.0008869338338625537
18,2,A1,10247,0.003962109142405534,0.999994650850889,0.9960975609756098,0.9980487804878049,0.0006951361772152113
18,2,A2,16104,0.003962109142405534,0.9999829258481305,0.9962756052141527,0.9962756052141527,0.0012227864879278234
18,2,A3,193752,0.003962109142405534,0.9999939624496995,0.9982452518579686,0.99726465730801,0.000716361225515016
19,1,A1,10247,0.007140198262406326,0.9999847813308362,0.9951219512195122,0.9921951219512195,0.0011763886954648216
19,1,A2,16104,0.007140198262406326,0.999974850327977,0.9956548727498448,0.9968963376784605,0.0014939375677569223
19,1,A3,193752,0.007140198262406326,0.9999768142117437,0.9965421139554087,0.99556151940545,0.0014136850217943875
19,2,A1,10247,0.0057636659853700645,0.9999895661724645,0.9970731707317073,0.9990243902439024,0.0009570384223641128
19,2,A2,16104,0.0057636659853700645,0.9999859131106226,0.9975170701427685,0.9962756052141527,0.001118220575203058
19,2,A3,193752,0.0057636659853700645,0.9999831386407291,0.9969549958711809,0.9964388934764657,0.001223828419478499
20,1,A1,10247,0.005449274529507921,0.9999906133929596,0.9970731707317073,0.9960975609756098,0.0009074388989919135
20,1,A2,16104,0.005449274529507921,0.9999835582686086,0.9975170701427685,0.9956548727498448,0.0011931572942786939
20,1,A3,193752,0.005449274529507921,0.9999872109552274,0.9971098265895953,0.9968001651527663,0.0010628526560816517
20,2,A1,10247,0.004576411647866225,0.9999904333838135,0.9980487804878049,0.9980487804878049,0.0009383338402014784
20,2,A2,16104,0.004576411647866225,0.999992695812563,0.9962756052141527,0.9975170701427685,0.0007847032046294219
20,2,A3,193752,0.004576411647866225,0.9999904379614356,0.9974194880264244,0.9972130470685384,0.0009417447796952511
21,1,A1,10247,0.0036745414735353567,0.9999944522162612,0.9990243902439024,0.9980487804878049,0.0006938599990024858
21,1,A2,16104,0.0036745414735353567,0.9999951817399644,0.9987585350713842,0.9962756052141527,0.0006470840061211662
