set,rho,top10_overlap,bottom10_overlap,mean_abs_rank_shift
A1,0.9969145236213603,0.9512004684755027,0.9467109115752489,0.01670591369545183
A2,0.9955694378981634,0.9401026811180833,0.9520821448944666,0.019934993582219455
A3,0.99696636058681,0.9445916764821358,0.9465056929721241,0.01656226667015339
