N,equal_contribution_D,compute_optimal_D
2.8663870900804977,317.032627944208,158.23870859496833
2.957146982033906,329.2673429529838,164.3453529349221
3.0507806512297204,341.9742120498632,170.6876608835202
3.1473790915580944,355.17145629538965,177.2747270160067
3.2470361780956307,368.87799992531126,184.11599687950184
3.3498487583338767,383.11349748705663,191.22128053747863
3.45591674629642,397.8983620234427,198.60076663693775
3.5653432196360795,413.253794344031,206.26503701845488
3.678234519806534,429.20181342610584,214.2250818900494
3.7947003554057197,445.7652879888641,222.49231558663195
3.9148539087914602,462.96796928609774,231.07859293763104
4.038811946072921,480.8345251643905,239.9962262662688
4.166694930584767,499.39057543566344,249.2580030448604
4.2986271399543226,518.6627286147967,258.87720423145606
4.43473678687549,538.6786200750062,268.867623314119
4.575156143706786,559.4669516756838,279.24358609014627
4.720021671014592,581.0575329195334,290.01997120859767
4.869474150186555,603.4813236980148,301.2122315055886
5.023658820243953,626.7704786863883,312.8364161629382
5.182725518986072,650.9583934520306,324.9091937219532
5.346828828603668,676.0797523421254,337.4478759853412
5.516128225903078,702.170578219408,350.47044284153225
5.690788237286979,729.2682841172816,363.995568047006
5.870978598642319,757.4117268883643,378.0426460035886
6.0568744202909555,786.6412629234213,392.63181956912916
6.248656357163111,816.9988060205484,407.7840089414194
6.44651078435919,848.5278874876169,423.52094165678795
6.65062997827047,881.273718564148,439.86518374637865
6.86121230343472,915.2832552521328,456.8401720947923
7.078462405308307,950.6052656487567,474.47024804749026
7.3025914091421935,987.2903998775943,492.7806923151569
7.533817125154972,1025.3912627185277,511.79776122506206
7.772364260202462,1064.9624890405642,531.5487243714175
8.01846463614949,1106.0608221457012,552.0619037187092
8.272357415156078,1148.7451951361882,573.3667142140795
8.534289332097021,1193.0768154218626,595.4937059669982
8.804514934340615,1239.1192524887294,618.4746080566981
9.083296829119696,1286.9385290546581,642.3423740302048
9.37090593873528,1336.6032157428945,667.1312291561928
9.667621763840847,1388.1845294091513,692.876719502432
9.973732655063134,1441.7564352632742,719.6157629071995
10.289536093223438,1497.3957529319255,747.3867019177482
10.615338978431605,1555.1822666143526,776.2293587717359
10.951457928333873,1615.1988394892348,806.1850925004688
11.298219585804214,1677.5315325366341,837.2968582358328
11.655960936378289,1742.2697279454453,869.6092688059581
12.025029635738472,1809.5062572833058,903.1686587079433
12.405784347568243,1879.3375346127618,938.0231505493788
12.798595092104138,1951.863694744549,974.2227240539253
13.203843605724185,2027.1887368262705,1011.8192877299228
13.621923711922122,2105.420673472346,1050.8667533047812
14.05324170402797,2186.671685649089,1091.4211130318956
14.498216740046875,2271.0582835370005,1133.5405199809366
14.957281250000001,2358.701473600974,1177.2853714266598
