alpha,nu,objective
0.34225,0.28099999999999997,2.1196478450458758e-05
0.34225,0.28125,2.4910915311992186e-05
0.34225,0.2815,2.937791541779502e-05
0.34225,0.28175,3.4597264623963144e-05
0.34225,0.282,4.056874752547491e-05
0.34225,0.28225,4.7292147457134936e-05
0.34225,0.2825,5.476724649453235e-05
0.34225,0.28275,6.299382545502668e-05
0.34225,0.283,7.197166389866126e-05
0.34225,0.28325,8.1700540129182e-05
0.34225,0.2835,9.218023119497018e-05
0.34225,0.28375,0.00010341051289006001
0.34225,0.284,0.000115391159755105
0.34225,0.28425,0.0001281219450783603
0.34225,0.2845,0.00014160264089668864
0.34225,0.28474999999999995,0.00015583301799658932
0.34225,0.285,0.00017081284591515368
0.34249999999999997,0.275,0.00016116805610912852
0.34249999999999997,0.27525,0.00014676015013479526
0.34249999999999997,0.2755,0.00013310956616902292
0.34249999999999997,0.27575,0.0001202161206050215
0.34249999999999997,0.276,0.00010807962855372782
0.34249999999999997,0.27625,9.669990384466241e-05
0.34249999999999997,0.2765,8.607675902670445e-05
0.34249999999999997,0.27675,7.621000536897595e-05
0.34249999999999997,0.277,6.709945286159615e-05
0.34249999999999997,0.27725,5.874491021660558e-05
0.34249999999999997,0.2775,5.1146184868776504e-05
0.34249999999999997,0.27775,4.4303082976451664e-05
0.34249999999999997,0.278,3.821540942243025e-05
0.34249999999999997,0.27825,3.2882967814791377e-05
0.34249999999999997,0.2785,2.830556048781414e-05
0.34249999999999997,0.27875,2.4482988502801505e-05
0.34249999999999997,0.279,2.1415051648988137e-05
0.34249999999999997,0.27925,1.9101548444404907e-05
0.34249999999999997,0.2795,1.7542276136794273e-05
0.34249999999999997,0.27975,1.6737030704487132e-05
0.34249999999999997,0.2798924654965345,1.66153513163633e-05
0.34249999999999997,0.28,1.6685606857292703e-05
0.34249999999999997,0.28025,1.7387798037427327e-05
0.34249999999999997,0.28049999999999997,1.8843396420416244e-05
0.34249999999999997,0.28075,2.1052192915998932e-05
0.34249999999999997,0.28099999999999997,2.401397716906108e-05
0.34249999999999997,0.28125,2.7728537560583557e-05
0.34249999999999997,0.2815,3.219566120852497e-05
0.34249999999999997,0.28175,3.741513396880413e-05
0.34249999999999997,0.282,4.338674043620412e-05
0.34249999999999997,0.28225,5.011026394536829e-05
0.34249999999999997,0.2825,5.7585486571715806e-05
0.34249999999999997,0.28275,6.581218913241033e-05
0.34249999999999997,0.283,7.479015118733154e-05
0.34249999999999997,0.28325,8.451915104003414e-05
0.34249999999999997,0.2835,9.499896573873837e-05
0.34249999999999997,0.28375,0.00010622937107728655
0.34249999999999997,0.284,0.00011821014159616232
0.34249999999999997,0.28425,0.00013094105058345006
0.34249999999999997,0.2845,0.00014442187007583293
0.34249999999999997,0.28474999999999995,0.0001586523708596143
0.34249999999999997,0.285,0.0001736323224717354
0.34275,0.275,0.00016427660043632524
0.34275,0.27525,0.0001498688176811707
0.34275,0.2755,0.00013621835695073027
0.34275,0.27575,0.0001233250346380524
0.34275,0.276,0.00011118866585390162
0.34275,0.27625,9.980906442761601e-05
0.34275,0.2765,8.918604290788613e-05
0.34275,0.27675,7.931941256365151e-05
0.34275,0.277,7.020898338486253e-05
0.34275,0.27725,6.185456408338113e-05
0.34275,0.2775,5.4255962093795834e-05
0.34275,0.27775,4.741298357427128e-05
0.34275,0.278,4.1325433407423044e-05
0.34275,0.27825,3.599311520115384e-05
0.34275,0.2785,3.141583128956642e-05
0.34275,0.27875,2.7593382733786445e-05
0.34275,0.279,2.4525569322859374e-05
0.34275,0.27925,2.2212189574666237e-05
0.34275,0.2795,2.0653040736734685e-05
0.34275,0.27975,1.98479187872284e-05
0.34275,0.2798924654965345,1.9726309773066994e-05
0.34275,0.28,1.9796618435787788e-05
0.34275,0.28025,2.049893312444785e-05
0.34275,0.28049999999999997,2.1954655028537982e-05
0.34275,0.28075,2.416357505764321e-05
0.34275,0.28099999999999997,2.7125482856471927e-05
0.34275,0.28125,3.084016680580497e-05
0.34275,0.2815,3.530741402344123e-05
0.34275,0.28175,4.052701036511243e-05
0.34275,0.282,4.6498740425424804e-05
0.34275,0.28225,5.322238753885322e-05
0.34275,0.2825,6.069773378063608e-05
0.34275,0.28275,6.892455996773697e-05
0.34275,0.283,7.790264565988697e-05
0.34275,0.28325,8.763176916045428e-05
0.34275,0.2835,9.811170751747786e-05
0.34275,0.28375,0.00010934223652462794
0.34275,0.284,0.00012132313072220731
0.34275,0.28425,0.00013405416339812152
0.34275,0.2845,0.00014753510658887606
0.34275,0.28474999999999995,0.00016176573108061967
0.34275,0.285,0.00017674580641008242
0.34299999999999997,0.275,0.00016767901674773284
0.34299999999999997,0.27525,0.00015327135724592435
0.34299999999999997,0.2755,0.0001396210197847208
0.34299999999999997,0.27575,0.00012672782075702258
0.34299999999999997,0.276,0.00011459157527338598
0.34299999999999997,0.27625,0.00010321209716298061
0.34299999999999997,0.2765,9.258919897430972e-05
0.34299999999999997,0.27675,8.272269197614981e-05
0.34299999999999997,0.277,7.36123861582583e-05
0.34299999999999997,0.27725,6.525809023232063e-05
0.34299999999999997,0.2775,5.765961163274617e-05
0.34299999999999997,0.27775,5.081675651752509e-05
0.34299999999999997,0.278,4.4729329769080686e-05
0.34299999999999997,0.27825,3.939713499515859e-05
0.34299999999999997,0.2785,3.4819974529666335e-05
0.34299999999999997,0.27875,3.0997649433549745e-05
0.34299999999999997,0.279,2.7929959495690196e-05
0.34299999999999997,0.27925,2.5616703233761252e-05
0.34299999999999997,0.2795,2.405767789514481e-05
0.34299999999999997,0.27975,2.3252679457802112e-05
0.34299999999999997,0.2798924654965345,2.3131140834213075e-05
0.34299999999999997,0.28,2.3201502631209478e-05
0.34299999999999997,0.28025,2.3903940857218474e-05
0.34299999999999997,0.28049999999999997,2.53597863109914e-05
0.34299999999999997,0.28075,2.756882990191083e-05
0.34299999999999997,0.28099999999999997,3.053086127451547e-05
0.34299999999999997,0.28125,3.4245668809418276e-05
0.34299999999999997,0.2815,3.871303962423221e-05
0.34299999999999997,0.28175,4.3932759574513746e-05
0.34299999999999997,0.282,4.990461325469728e-05
0.34299999999999997,0.28225,5.662838399906112e-05
0.34299999999999997,0.2825,6.410385388267556e-05
0.34299999999999997,0.28275,7.233080372234767e-05
0.34299999999999997,0.283,8.130901307761139e-05
0.34299999999999997,0.28325,9.103826025163915e-05
0.34299999999999997,0.2835,0.00010151832229232396
0.34299999999999997,0.28375,0.00011274897499315011
0.34299999999999997,0.284,0.0001247299928942311
0.34299999999999997,0.28425,0.00013746114928331297
0.34299999999999997,0.2845,0.00015094221619671387
0.34299999999999997,0.28474999999999995,0.00016517296442038743
0.34299999999999997,0.285,0.0001801531634909291
0.34325,0.275,0.00017137517069388647
0.34325,0.27525,0.0001569676344795152
0.34325,0.2755,0.0001433174203213993
0.34325,0.27575,0.00013042434461223333
0.34325,0.276,0.00011828822246241622
0.34325,0.27625,0.00010690886770091699
0.34325,0.2765,9.62860928760891e-05
0.34325,0.27675,8.641970925649406e-05
0.34325,0.277,7.730952683172916e-05
0.34325,0.27725,6.895535431331087e-05
0.34325,0.2775,6.135699913544471e-05
0.34325,0.27775,5.451426745596132e-05
0.34325,0.278,4.842696415709788e-05
0.34325,0.27825,4.309489284641096e-05
0.34325,0.2785,3.851785585763785e-05
0.34325,0.27875,3.469565425154766e-05
0.34325,0.279,3.1628087816835214e-05
0.34325,0.27925,2.931495507100993e-05
0.34325,0.2795,2.7756053261267734e-05
0.34325,0.27975,2.6951178365389417e-05
0.34325,0.2798924654965345,2.6829710148952535e-05
0.34325,0.28,2.6900125092670638e-05
0.34325,0.28025,2.76026868847738e-05
0.34325,0.28049999999999997,2.9058655916709448e-05
0.34325,0.28075,3.126782309766857e-05
0.34325,0.28099999999999997,3.422997807201409e-05
0.34325,0.28125,3.794490922017075e-05
0.34325,0.2815,4.241240365958335e-05
0.34325,0.28175,4.763224724562002e-05
0.34325,0.282,5.360422457254992e-05
0.34325,0.28225,6.0328118974468104e-05
0.34325,0.2825,6.78037125262709e-05
0.34325,0.28275,7.603078604458266e-05
0.34325,0.283,8.500911908874453e-05
0.34325,0.28325,9.473848996178936e-05
0.34325,0.2835,0.00010521867571139261
0.34325,0.28375,0.00011644945213089533
0.34325,0.284,0.00012843059376022508
0.34325,0.28425,0.0001411618738869165
0.34325,0.2845,0.0001546430645471516
0.34325,0.28474999999999995,0.00016887393652670552
0.34325,0.285,0.00018385425936196735
0.34349999999999997,0.275,0.00017536492781253246
0.34349999999999997,0.27525,0.00016095751491963336
0.34349999999999997,0.2755,0.000147307424098363
0.34349999999999997,0.27575,0.00013441447174123797
0.34349999999999997,0.276,0.00012227847295845354
0.34349999999999997,0.27625,0.00011089924157883227
0.34349999999999997,0.2765,0.00010027659015053434
0.34349999999999997,0.27675,9.04103299419354e-05
0.34349999999999997,0.277,8.130027094246308e-05
0.34349999999999997,0.27725,7.294622186345135e-05
0.34349999999999997,0.2775,6.534799013891993e-05
0.34349999999999997,0.27775,5.8505381926523525e-05
0.34349999999999997,0.278,5.241820210833186e-05
0.34349999999999997,0.27825,4.7086254291708875e-05
0.34349999999999997,0.2785,4.250934081022372e-05
0.34349999999999997,0.27875,3.8687262724462286e-05
0.34349999999999997,0.279,3.561981982292419e-05
0.34349999999999997,0.27925,3.3306810622957806e-05
0.34349999999999997,0.2795,3.174803237156958e-05
0.34349999999999997,0.27975,3.0943281046381634e-05
0.34349999999999997,0.2798924654965345,3.0821883253615634e-05
0.34349999999999997,0.28,3.089235135649092e-05
0.34349999999999997,0.28025,3.159503674338213e-05
0.34349999999999997,0.28049999999999997,3.305112938189431e-05
0.34349999999999997,0.28075,3.526042018103172e-05
0.34349999999999997,0.28099999999999997,3.822269878500727e-05
0.34349999999999997,0.28125,4.193775357402873e-05
0.34349999999999997,0.2815,4.640537166537545e-05
0.34349999999999997,0.28175,5.1625338914250256e-05
0.34349999999999997,0.282,5.759743991474026e-05
0.34349999999999997,0.28225,6.432145800075755e-05
0.34349999999999997,0.2825,7.179717524701535e-05
0.34349999999999997,0.28275,8.002437246996248e-05
0.34349999999999997,0.283,8.900282922877705e-05
0.34349999999999997,0.28325,9.873232382629781e-05
0.34349999999999997,0.2835,0.00010921263331004054
0.34349999999999997,0.28375,0.00012044353347313673
0.34349999999999997,0.284,0.00013242479885535312
0.34349999999999997,0.28425,0.00014515620274407862
0.34349999999999997,0.2845,0.00015863751717527477
0.34349999999999997,0.28474999999999995,0.00017286851293455858
0.34349999999999997,0.285,0.00018784895955813413
0.34375,0.275,0.00017964815352891988
0.34375,0.27525,0.00016524086399144388
0.34375,0.2755,0.0001515908965407045
0.34375,0.27575,0.00013869806756902137
0.34375,0.276,0.00012656219218644353
0.34375,0.27625,0.00011518308422159041
0.34375,0.2765,0.00010456055622243641
0.34375,0.27675,9.469441945719772e-05
0.34375,0.277,8.558448391510276e-05
0.34375,0.27725,7.723055830731419e-05
0.34375,0.2775,6.963245006769015e-05
0.34375,0.27775,6.2789965353677e-05
0.34375,0.278,5.6702909047171346e-05
0.34375,0.27825,5.1371084755369755e-05
0.34375,0.2785,4.679429481164898e-05
0.34375,0.27875,4.2972340276421015e-05
0.34375,0.279,3.990502093802322e-05
0.34375,0.27925,3.7592135313606676e-05
0.34375,0.2795,3.603348064998594e-05
0.34375,0.27975,3.522885292463379e-05
0.34375,0.2798924654965345,3.510752557203949e-05
0.34375,0.28,3.517804684644651e-05
0.34375,0.28025,3.588085585675646e-05
0.34375,0.28049999999999997,3.733707213018673e-05
0.34375,0.28075,3.9546486575595866e-05
0.34375,0.28099999999999997,4.250888883698974e-05
0.34375,0.28125,4.622406729442806e-05
0.34375,0.2815,5.069180906500366e-05
0.34375,0.28175,5.5911900003724196e-05
0.34375,0.282,6.18841247045083e-05
0.34375,0.28225,6.860826650108944e-05
0.34375,0.2825,7.608410746800933e-05
0.34375,0.28275,8.431142842153878e-05
0.34375,0.283,9.329000892067092e-05
0.34375,0.28325,0.00010301962726806274
0.34375,0.2835,0.00011350006051106825
0.34375,0.28375,0.0001247310844426273
0.34375,0.284,0.00013671247360234299
0.34375,0.28425,0.00014944400127740832
0.34375,0.2845,0.00016292543950362096
0.34375,0.28474999999999995,0.00017715655906641915
0.34375,0.285,0.00019213712950183137
0.344,0.275,0.00018422471315596143
0.344,0.27525,0.00016981754700780822
0.344,0.2755,0.0001561677029612044
0.344,0.27575,0.00014327499740833232
0.344,0.276,0.0001311392454590366
0.344,0.27625,0.0001197602609417588
0.344,0.2765,0.00010913785640431066
0.344,0.27675,9.927184311470698e-05
0.344,0.277,9.016203106201663e-05
0.344,0.27725,8.180822895720854e-05
0.344,0.2775,7.421024423395182e-05
0.344,0.27775,6.736788304954609e-05
0.344,0.278,6.128095028567965e-05
0.344,0.27825,5.594924954938037e-05
0.344,0.2785,5.137258317384469e-05
0.344,0.27875,4.7550752219303024e-05
0.344,0.279,4.4483556473916596e-05
0.344,0.27925,4.217079445465488e-05
0.344,0.2795,4.061226340816464e-05
0.344,0.27975,3.980775931172399e-05
0.344,0.2798924654965345,3.9686502415751213e-05
0.344,0.28,3.975707687405365e-05
0.344,0.28025,4.046000953632094e-05
0.344,0.28049999999999997,4.1916349472958645e-05
0.344,0.28075,4.412588759264743e-05
0.344,0.28099999999999997,4.7088413539204766e-05
0.344,0.28125,5.080371569254074e-05
0.344,0.2815,5.5271581169542897e-05
0.344,0.28175,6.0491795825046535e-05
0.344,0.282,6.64641442527882e-05
0.344,0.28225,7.318840978634131e-05
0.344,0.2825,8.066437450004896e-05
0.344,0.28275,8.889181921003573e-05
0.344,0.283,9.78705234750698e-05
0.344,0.28325,0.00010760026559767802
0.344,0.2835,0.00011808082262499885
0.344,0.28375,0.00012931197034981695
0.344,0.284,0.00014129348331154025
0.344,0.28425,0.00015402513479721163
0.344,0.2845,0.00016750669684243948
0.344,0.28474999999999995,0.0001817379402324605
0.344,0.285,0.00019671863450316748
0.34425,0.275,0.00018909447189457163
0.34425,0.27525,0.00017468742916951503
0.34425,0.2755,0.00016103770856061382
0.34425,0.27575,0.00014814512645982248
0.34425,0.276,0.00013600949797683417
0.34425,0.27625,0.00012463063693987953
0.34425,0.2765,0.00011400835589660155
0.34425,0.27675,0.00010414246611485743
0.34425,0.277,9.503277758350688e-05
0.34425,0.27725,8.667909901335707e-05
0.34425,0.2775,7.908123783789841e-05
0.34425,0.27775,7.22390002142279e-05
0.34425,0.278,6.615219102387676e-05
0.34425,0.27825,6.0820613873698975e-05
0.34425,0.2785,5.6244071096685456e-05
0.34425,0.27875,5.24223637529198e-05
0.34425,0.279,4.935529163035413e-05
0.34425,0.27925,4.704265324579351e-05
0.34425,0.2795,4.5484245845709804e-05
0.34425,0.27975,4.467986540718646e-05
0.34425,0.2798924654965345,4.4558678984256646e-05
0.34425,0.28,4.4629306638788236e-05
0.34425,0.28025,4.533236298147621e-05
0.34425,0.28049999999999997,4.6788826609518444e-05
0.34425,0.28075,4.8998488431424064e-05
0.34425,0.28099999999999997,5.1961138090826533e-05
0.34425,0.28125,5.5676563967448595e-05
0.34425,0.2815,6.0144553178011555e-05
0.34425,0.28175,6.536489157716232e-05
0.34425,0.282,7.133736375849285e-05
0.34425,0.28225,7.80617530553429e-05
0.34425,0.2825,8.553784154191164e-05
0.34425,0.28275,9.376541003412438e-05
0.34425,0.283,0.00010274423809060876
0.34425,0.28325,0.00011247410401368736
0.34425,0.2835,0.00012295478485031393
0.34425,0.28375,0.0001341860563931157
0.34425,0.284,0.00014616769318133316
0.34425,0.28425,0.0001588994685017735
0.34425,0.2845,0.0001723811543899254
0.34425,0.28474999999999995,0.00018661252163083633
0.34425,0.285,0.00020159333976019732
0.3445,0.275,0.00019425729483381058
0.3445,0.27525,0.00017985037556560713
0.3445,0.2755,0.0001662007784278682
0.3445,0.27575,0.0001533083198123637
0.3445,0.276,0.00014117281482858873
0.3445,0.27625,0.00012979407730464684
0.3445,0.2765,0.00011917191978795679
0.3445,0.27675,0.00010930615354619894
0.3445,0.277,0.00010019658856807534
0.3445,0.27725,9.184303356417684e-05
0.3445,0.2775,8.424529596785778e-05
0.3445,0.27775,7.740318193600189e-05
0.3445,0.278,7.131649634998361e-05
0.3445,0.27825,6.5985042816458e-05
0.3445,0.2785,6.140862366824982e-05
0.3445,0.27875,5.758703996525156e-05
0.3445,0.279,5.452009149525334e-05
0.3445,0.27925,5.2207576774863306e-05
0.3445,0.2795,5.0649293050393856e-05
0.3445,0.27975,4.984503629873435e-05
0.3445,0.2798924654965345,4.972392036519411e-05
0.3445,0.28,4.9794601228262323e-05
0.3445,0.28025,5.049778127977567e-05
0.3445,0.28049999999999997,5.195436862736528e-05
0.3445,0.28075,5.416415417935875e-05
0.3445,0.28099999999999997,5.7126927579207015e-05
0.3445,0.28125,6.08424772064497e-05
0.3445,0.2815,6.531059017764021e-05
0.3445,0.28175,7.053105234725101e-05
0.3445,0.282,7.650364830867364e-05
0.3445,0.28225,8.322816139509184e-05
0.3445,0.2825,9.070437368051531e-05
0.3445,0.28275,9.893206598069856e-05
0.3445,0.283,0.0001079110178540861
0.3445,0.28325,0.00011764100760281139
0.3445,0.2835,0.000128121812273682
0.3445,0.28375,0.00013935320765911296
0.3445,0.284,0.00015133496829818413
0.3445,0.28425,0.00016406686747754318
0.3445,0.2845,0.00017754867723247136
0.3445,0.28474999999999995,0.00019178016834784628
0.3445,0.285,0.00020676111035919584
0.34475,0.275,0.0001997130469511678
0.34475,0.27525,0.00018530625117348969
0.34475,0.2755,0.0001716567775403265
0.34475,0.27575,0.0001587644424432251
0.34475,0.276,0.000146629060991555
0.34475,0.27625,0.00013525044701321844
0.34475,0.2765,0.00012462841305544236
0.34475,0.27675,0.00011476277038574587
0.34475,0.277,0.00010565332899263969
0.34475,0.27725,9.729989758655087e-05
0.34475,0.2775,8.970228360062369e-05
0.34475,0.27775,8.286029319158852e-05
0.34475,0.278,7.677373124062886e-05
0.34475,0.27825,7.144240135423195e-05
0.34475,0.2785,6.686610586502815e-05
0.34475,0.27875,6.304464583275163e-05
0.34475,0.279,5.9977821044978043e-05
0.34475,0.27925,5.766543001817145e-05
0.34475,0.2795,5.610726999843786e-05
0.34475,0.27975,5.530313696249744e-05
0.34475,0.2798924654965345,5.518209153470296e-05
0.34475,0.28,5.525282561857312e-05
0.34475,0.28025,5.595612940724484e-05
0.34475,0.28049999999999997,5.7412840502456065e-05
0.34475,0.28075,5.9622749812320976e-05
0.34475,0.28099999999999997,6.258564698015257e-05
0.34475,0.28125,6.630132038529407e-05
0.34475,0.2815,7.076955714410261e-05
0.34475,0.28175,7.599014311088678e-05
0.34475,0.282,8.196286287885977e-05
0.34475,0.28225,8.868749978105375e-05
0.34475,0.2825,9.616383589125248e-05
0.34475,0.28275,0.00010439165202505947
0.34475,0.283,0.00011337072774074113
0.34475,0.28325,0.00012310084134025063
0.34475,0.2835,0.00013358176987020664
0.34475,0.28375,0.00014481328912286032
0.34475,0.284,0.0001567951736371113
0.34475,0.28425,0.00016952719669941854
0.34475,0.2845,0.0001830091303449065
0.34475,0.28474999999999995,0.0001972407453582676
0.34475,0.285,0.0002122218112748306
0.345,0.275,0.00020546159311284607
0.345,0.27525,0.00019105492085928958
0.345,0.2755,0.00017740557076398526
0.345,0.27575,0.00016451335921838735
0.345,0.276,0.00015237810133161527
0.345,0.27625,0.00014099961093139523
0.345,0.2765,0.00013037770056481155
0.345,0.27675,0.0001205121814991828
0.345,0.277,0.00011140286372281572
0.345,0.27725,0.00010304955594600292
0.345,0.2775,9.545206560166536e-05
0.345,0.27775,8.86101988463759e-05
0.345,0.278,8.252376056114544e-05
0.345,0.27825,7.719255435226395e-05
0.345,0.2785,7.261638255222254e-05
0.345,0.27875,6.879504622050616e-05
0.345,0.279,6.57283451445606e-05
0.345,0.27925,6.341607784066164e-05
0.345,0.2795,6.185804155473025e-05
0.345,0.27975,6.105403226333224e-05
0.345,0.2798924654965345,6.09330573575543e-05
0.345,0.28,6.100384467445275e-05
0.345,0.28025,6.170727222857333e-05
0.345,0.28049999999999997,6.316410709937133e-05
0.345,0.28075,6.537414019486765e-05
0.345,0.28099999999999997,6.833716115811927e-05
0.345,0.28125,7.20529583683417e-05
0.345,0.2815,7.652131894169419e-05
0.345,0.28175,8.174202873233746e-05
0.345,0.282,8.771487233324795e-05
0.345,0.28225,9.443963307732568e-05
0.345,0.2825,0.00010191609303817458
0.345,0.28275,0.00011014403303119716
0.345,0.283,0.00011912323261447249
0.345,0.28325,0.00012885347008982637
0.345,0.2835,0.00013933452250365278
0.345,0.28375,0.00015056616564806548
0.345,0.284,0.0001625481740617329
0.345,0.28425,0.00017528032103097713
0.345,0.2845,0.00018876237859072857
0.345,0.28474999999999995,0.00020299411752550687
0.345,0.285,0.00021797530737048795
